user,avg_daily_device_connections,first_use_date,late_hour_device_use,missing_disconnects,distinct_pcs_used,above_avg_daily_counter,ratio_of_above_avg_days,emails_sent_per_day,unique_recipients_count,external_emails_ratio,attachment_count_avg,emails_sent_off_hours,bcc_usage_rate,total_files_copied,active_days,avg_files_copied_per_day,filetype_doc,filetype_exe,filetype_jpg,filetype_pdf,filetype_txt,filetype_zip,after_hours_file_copy_ratio,avg_urls_per_day,avg_malicious_urls_per_day,total_malicious_urls,avg_distinct_domains_per_day,avg_after_hours_browsing_per_day,avg_logon_time_hours,avg_logoff_time_hours,logon_std_dev_hours,after_hours_logons,weekend_logons,logons_on_other_user_pcs,malicious
BIH0745,2.75,2010-06-29 21:13:13,9.0,0.0,1.0,0.0,0.0,14.493055555555555,396,0.5950991831971996,0.7038811691423096,0,0.0,41.0,3.0,13.666666666666666,25.0,0.0,6.0,7.0,1.0,2.0,0.975609756097561,152.5,10.166666666666666,122.0,50.5,0.0,8.075837086944444,16.853924549444447,1.5270402486111112,4.0,0.0,0.0,1
BMT0528,2.200617283950617,2010-01-04 15:54:13,0.0,6.0,1.0,27.0,0.0833333333333333,2.944606413994169,248,0.3961584633853541,0.7603960396039604,0,0.0,1903.0,314.0,6.060509554140127,1235.0,19.0,93.0,335.0,119.0,102.0,0.0,26.75,1.2857142857142858,9.0,15.833333333333334,0.0,9.190892323611113,16.687084826666666,0.990789405,0.0,0.0,26.0,0
BRS0734,1.7066666666666668,2010-01-02 13:50:09,0.0,0.0,1.0,12.0,0.16,13.60909090909091,302,0.2999589659417316,0.6219104876419506,0,0.509686038744155,1845.0,75.0,24.6,1187.0,13.0,108.0,351.0,98.0,88.0,0.0,152.66666666666666,8.571428571428571,120.0,30.6,0.0,7.937878787777778,17.039696969444446,0.1048252047222222,0.0,17.0,0.0,0
BTL0226,2.0,2010-10-06 05:12:22,7.0,0.0,1.0,1.0,0.25,8.824644549763033,364,0.415359477124183,0.523093447905478,11,0.4978517722878625,4.0,2.0,2.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,88.83333333333333,4.75,38.0,26.75,1.6666666666666667,10.159679802777775,18.405873674444443,2.8853638672222224,5.0,0.0,23.0,1
BTR0403,1.6101694915254237,2010-01-04 14:27:32,0.0,4.0,1.0,28.0,0.1186440677966101,8.704347826086957,523,0.5058629911540835,0.1941391941391941,46,0.4865134865134865,520.0,155.0,3.3548387096774195,337.0,1.0,27.0,94.0,20.0,41.0,0.0019230769230769,88.91666666666667,4.090909090909091,45.0,37.583333333333336,3.0,10.7649781975,18.66018844527778,3.3230724866666668,4.0,0.0,80.0,0
BVC0790,2.1703703703703705,2010-01-03 10:51:14,8.0,9.0,1.0,33.0,0.0814814814814814,8.762790697674419,635,0.4611407335595411,0.5453821656050956,11,0.5005307855626328,975.0,265.0,3.679245283018868,625.0,11.0,41.0,192.0,60.0,46.0,0.0092307692307692,89.93333333333334,2.5,35.0,32.13333333333333,24.0,11.399156539166666,16.267313777777776,3.2728924755555555,47.0,192.0,136.0,0
CAS0507,1.5362903225806452,2010-01-04 12:10:37,1.0,3.0,1.0,21.0,0.0846774193548387,2.932748538011696,254,0.5784543325526932,0.5274177467597209,0,0.4905284147557328,6290.0,248.0,25.36290322580645,4010.0,40.0,319.0,1285.0,302.0,334.0,0.0038155802861685,27.416666666666668,1.8888888888888888,17.0,18.666666666666668,0.0,11.32582048361111,15.91613674277778,2.7226618336111112,8.0,0.0,110.0,0
CQW0652,2.2046204620462047,2010-01-05 12:55:43,103.0,6.0,1.0,30.0,0.099009900990099,2.9877300613496933,255,0.3940335612181479,0.0,211,0.0,696.0,218.0,3.192660550458716,449.0,5.0,37.0,127.0,46.0,32.0,0.1781609195402299,26.75,2.375,19.0,15.083333333333334,6.4,9.232059123333332,21.263863404444443,0.1170133930555555,0.0,0.0,0.0,1
DCH0843,4.6,2011-01-27 21:58:22,17.0,0.0,1.0,0.0,0.0,1.0,121,0.3878787878787879,0.4021352313167259,15,0.0,38.0,4.0,9.5,28.0,0.0,1.0,6.0,1.0,2.0,0.7105263157894737,9.416666666666666,1.5,3.0,7.416666666666667,1.3333333333333333,8.440833333333334,19.367933673333333,1.0204946880555557,3.0,1.0,0.0,1
DLM0051,8.658256880733944,2010-01-03 07:23:45,0.0,17.0,1.0,8.0,0.018348623853211,17.44930875576037,1076,0.494459611369841,0.534794665258154,0,0.5115542057308861,10673.0,436.0,24.479357798165136,6792.0,67.0,545.0,2185.0,554.0,530.0,0.0,181.1875,2.333333333333333,28.0,45.8125,0.0,9.145515316666666,15.339359099722222,2.5116326252777776,0.0,182.0,75.0,0
EGD0132,2.295081967213114,2010-01-04 16:58:57,0.0,7.0,1.0,18.0,0.0983606557377049,1.0714285714285714,95,0.3365695792880259,0.1948717948717948,0,0.0,399.0,119.0,3.3529411764705883,263.0,2.0,26.0,72.0,16.0,20.0,0.0,9.333333333333334,1.1666666666666667,7.0,6.5,0.0,8.95335097,18.05723104055556,0.0972612536111111,0.0,0.0,0.0,1
EHD0584,1.4,2010-10-01 04:32:39,5.0,0.0,1.0,2.0,0.4,1.0,113,0.4450867052023121,0.6682692307692307,0,0.0,11.0,3.0,3.6666666666666665,6.0,0.0,0.0,2.0,3.0,0.0,0.7272727272727273,8.583333333333334,1.8,9.0,7.333333333333333,0.0,10.693235660833333,17.95691782388889,2.859767246388889,5.0,1.0,24.0,1
EIS0041,3.8236994219653178,2010-01-04 02:37:15,718.0,2.0,607.0,57.0,0.1647398843930635,9.583090379008746,562,0.6184455187802157,0.6081533313051415,0,0.5019774870702769,3676.0,315.0,11.66984126984127,2379.0,21.0,194.0,712.0,182.0,188.0,0.4801414581066376,107.5,6.25,75.0,44.083333333333336,0.0,11.369986286666666,13.386383896388889,6.898924802222222,741.0,0.0,1045.0,0
EMW0772,1.1711711711711712,2010-01-14 09:57:32,0.0,0.0,1.0,18.0,0.1621621621621621,2.91812865497076,241,0.4882985452245414,0.2404809619238476,0,0.0,181.0,66.0,2.742424242424242,114.0,1.0,9.0,41.0,7.0,9.0,0.0,27.0,0.0,0.0,18.0,0.0,8.638955063055556,16.410589411944443,1.0214906944444444,0.0,0.0,15.0,0
ESH0283,1.275229357798165,2010-01-08 11:30:43,0.0,1.0,1.0,26.0,0.2385321100917431,8.8121387283237,478,0.4068441064638783,0.4916366021646441,0,0.4398163332240078,2646.0,109.0,24.275229357798164,1695.0,13.0,138.0,525.0,131.0,144.0,0.0,88.33333333333333,4.5,54.0,29.5,0.0,9.855879994166663,18.09963619111111,2.156331573055556,0.0,0.0,35.0,0
GNS0178,1.2666666666666666,2010-01-06 11:17:55,1.0,1.0,1.0,28.0,0.2333333333333333,8.616959064327485,517,0.5172341758930437,0.65252799457075,0,0.4974550390227349,3049.0,120.0,25.40833333333333,2008.0,19.0,143.0,594.0,153.0,132.0,0.0078714332568055,88.83333333333333,1.0,2.0,26.33333333333333,0.0,9.360327909166667,17.02675995,3.0359657044444446,30.0,2.0,26.0,0
HBO0413,2.379194630872483,2010-01-04 08:35:59,0.0,10.0,1.0,39.0,0.1308724832214765,8.792569659442725,497,0.5420060008572654,0.0,0,0.0,691.0,215.0,3.213953488372093,454.0,8.0,34.0,126.0,32.0,37.0,0.0,89.83333333333333,2.555555555555556,23.0,34.0,0.0,7.9534571722222225,18.036326109166662,0.1076727836111111,0.0,0.0,0.0,1
HVF0067,2.115853658536585,2010-01-04 08:07:02,0.0,4.0,1.0,105.0,0.3201219512195122,8.83815028901734,561,0.4174894217207334,0.8122956180510137,0,0.7011118378024853,2023.0,320.0,6.321875,1318.0,18.0,101.0,374.0,98.0,114.0,0.0,84.16666666666667,6.363636363636363,70.0,30.08333333333333,0.0,10.062802633611112,17.774528851944446,2.466876895,0.0,0.0,16.0,0
HWW0436,2.062111801242236,2010-01-04 09:14:18,3.0,11.0,1.0,97.0,0.3012422360248447,9.739766081871345,593,0.4428857715430861,0.5836085259681777,0,0.4974482137496247,1245.0,277.0,4.494584837545126,806.0,10.0,56.0,259.0,62.0,52.0,0.0056224899598393,84.83333333333333,3.636363636363636,40.0,25.5,0.0,10.504674869444443,15.580001181944445,2.999585453611111,13.0,1.0,106.0,0
IBM0671,1.2608695652173914,2010-01-07 10:47:43,0.0,3.0,1.0,27.0,0.2347826086956521,9.715116279069768,547,0.4698926687283973,0.5769000598444045,0,0.5017953321364452,802.0,114.0,7.035087719298246,507.0,4.0,41.0,169.0,40.0,41.0,0.0,89.0,1.1666666666666667,7.0,35.0,0.0,9.971472356666666,15.895266975277776,2.412492738333333,0.0,0.0,14.0,0
IJM0776,2.229299363057325,2010-01-04 10:56:16,0.0,6.0,1.0,18.0,0.1146496815286624,3.0116959064327484,143,0.4315403422982885,0.4213592233009708,0,0.0,344.0,105.0,3.276190476190476,229.0,3.0,19.0,61.0,12.0,20.0,0.0,27.166666666666668,1.0,4.0,16.583333333333332,0.0,8.460623781666667,16.53957115,0.1006151052777777,0.0,0.0,0.0,1
ILJ0526,1.50597609561753,2010-01-04 10:34:32,0.0,2.0,1.0,25.0,0.099601593625498,2.9195710455764075,239,0.4554285714285714,0.6942148760330579,0,0.7309458218549127,1236.0,238.0,5.19327731092437,810.0,9.0,56.0,237.0,61.0,63.0,0.0,27.23076923076923,1.5,15.0,16.53846153846154,0.0,11.367256730833336,16.01328721361111,2.556354444166667,0.0,57.0,149.0,0
IRM0931,1.5119760479041915,2010-01-03 13:31:26,4.0,6.0,1.0,28.0,0.0838323353293413,8.75157894736842,675,0.4544259421560035,0.6687515034880924,23,0.5006013952369497,2278.0,331.0,6.882175226586103,1483.0,11.0,127.0,424.0,124.0,109.0,0.0057067603160667,90.58823529411764,1.375,11.0,36.64705882352941,17.0,9.79550250861111,14.750084064166666,3.2066750847222223,39.0,271.0,165.0,0
JMK0099,1.3689320388349515,2010-01-04 09:10:44,0.0,3.0,1.0,34.0,0.3300970873786408,8.663768115942029,555,0.5340239691245176,0.6072264971562396,0,0.7263298762127802,555.0,95.0,5.842105263157895,356.0,6.0,30.0,103.0,32.0,28.0,0.0,91.41666666666669,2.333333333333333,14.0,38.333333333333336,0.0,9.751201058055557,16.083521505277776,2.821160345277778,0.0,0.0,119.0,0
KBG0549,1.2272727272727273,2010-01-07 09:32:06,0.0,0.0,1.0,19.0,0.2159090909090909,9.753623188405795,574,0.5456513893901118,0.6032689450222882,0,0.500445765230312,377.0,84.0,4.488095238095238,236.0,2.0,19.0,76.0,21.0,23.0,0.0,87.33333333333333,5.333333333333333,48.0,26.416666666666668,0.0,10.196535897222224,17.8097628725,2.542335089166667,0.0,0.0,23.0,0
KMB0922,1.5355648535564854,2010-01-04 09:13:44,8.0,1.0,1.0,21.0,0.0878661087866108,8.799418604651162,555,0.5078502415458938,0.5702015196564255,273,0.489593657086224,1209.0,217.0,5.571428571428571,790.0,11.0,60.0,223.0,64.0,61.0,0.0463192721257237,89.5,2.0,22.0,37.25,13.0,10.725866910833334,17.293379830833334,3.659965870555556,61.0,5.0,55.0,0
LIM0674,1.2788461538461535,2010-01-07 08:21:24,2.0,2.0,1.0,25.0,0.2403846153846154,8.724431818181818,589,0.479495899179836,0.5783132530120482,0,0.4995115597525236,185.0,61.0,3.0327868852459017,117.0,1.0,3.0,45.0,15.0,4.0,0.0378378378378378,89.08333333333333,4.111111111111111,37.0,32.166666666666664,0.0,10.278912225,14.705379866944444,2.947656345,22.0,20.0,88.0,0
LQC0479,3.0,2010-09-14 01:41:54,9.0,0.0,1.0,1.0,0.3333333333333333,14.556122448979592,561,0.5438894792773645,0.0,0,0.0,22.0,1.0,22.0,15.0,0.0,0.0,5.0,0.0,2.0,1.0,153.16666666666666,16.416666666666668,197.0,49.25,0.0,8.363855721388889,17.199595079999998,1.6524694075,4.0,0.0,0.0,1
MAS0025,3.2,2010-09-22 05:21:26,16.0,1.0,1.0,0.0,0.0,13.53,426,0.4692168401991851,0.0,0,0.0,55.0,3.0,18.33333333333333,37.0,0.0,3.0,10.0,3.0,2.0,1.0,133.41666666666666,4.5,45.0,39.333333333333336,0.0,7.827676645,17.641456310555554,1.5409314058333332,5.0,0.0,0.0,1
MDH0580,2.3198529411764706,2010-01-05 16:11:41,0.0,5.0,1.0,29.0,0.1066176470588235,1.0314685314685317,124,0.4020833333333333,0.8135593220338984,0,0.0,622.0,190.0,3.273684210526316,388.0,2.0,36.0,128.0,32.0,36.0,0.0,9.5,2.0,4.0,8.166666666666666,0.0,8.458051801666667,18.543355855833333,0.0979734172222222,0.0,0.0,0.0,1
MDM0625,7.921739130434783,2010-01-04 08:40:01,0.0,14.0,1.0,104.0,0.3014492753623188,15.526162790697674,812,0.2983916961332268,0.2037071709417712,0,0.7343194158397304,8346.0,345.0,24.191304347826087,5353.0,49.0,425.0,1674.0,426.0,419.0,0.0,157.58333333333334,11.090909090909092,122.0,36.16666666666666,0.0,10.183101784166666,16.37053444972222,2.4914685430555554,0.0,0.0,62.0,0
MKW0441,2.140672782874618,2010-01-04 09:08:48,0.0,7.0,1.0,24.0,0.073394495412844,2.947521865889213,220,0.4106925880923451,0.7556874381800198,1,0.4985163204747774,421.0,153.0,2.751633986928105,272.0,2.0,24.0,78.0,19.0,26.0,0.0,25.75,1.5555555555555556,14.0,17.083333333333332,0.0,10.00956685472222,16.48968317111111,2.554330590833333,7.0,1.0,23.0,0
MLL0598,8.055072463768116,2010-01-04 08:59:02,0.0,13.0,1.0,125.0,0.3623188405797101,1.0,131,0.4642857142857143,0.2567164179104477,0,0.0,353.0,140.0,2.521428571428572,227.0,3.0,12.0,70.0,21.0,20.0,0.0,9.416666666666666,1.2,6.0,8.083333333333334,0.0,8.490703275277777,18.51290944111111,0.1348743791666666,0.0,0.0,0.0,0
MPT0376,1.55893536121673,2010-01-06 12:01:46,0.0,5.0,1.0,33.0,0.1254752851711026,8.777472527472527,523,0.4136424092722782,0.5035993740219092,0,0.5023474178403756,1054.0,229.0,4.602620087336245,672.0,8.0,58.0,199.0,60.0,57.0,0.0,86.76923076923077,5.25,21.0,30.307692307692307,0.0,10.200706933055557,15.261996411666663,2.4941958919444445,0.0,37.0,84.0,0
MTB0620,2.9472140762463344,2010-01-04 14:53:34,0.0,6.0,1.0,93.0,0.2727272727272727,14.614492753623187,821,0.4010550852656115,0.7195557318524395,0,0.49940499801666,1971.0,323.0,6.102167182662539,1285.0,9.0,95.0,386.0,87.0,109.0,0.0,150.75,13.416666666666666,161.0,39.5,0.0,10.041352058888888,17.051156069166666,2.416074703888889,0.0,0.0,0.0,0
MTT0901,3.2142857142857144,2010-01-04 10:51:00,0.0,0.0,1.0,4.0,0.1428571428571428,2.827586206896552,74,0.3380281690140845,1.048780487804878,0,0.5853658536585366,187.0,28.0,6.678571428571429,115.0,2.0,13.0,37.0,12.0,8.0,0.0,27.08333333333333,1.1428571428571428,8.0,15.75,0.0,11.062522675555556,18.289655172222226,2.3587885347222226,0.0,0.0,0.0,0
MVB0515,1.5420168067226891,2010-01-04 16:27:52,0.0,3.0,1.0,25.0,0.1050420168067226,2.9239766081871346,247,0.3561064087061669,0.769,0,0.494,1777.0,236.0,7.529661016949152,1159.0,17.0,93.0,345.0,82.0,81.0,0.0,25.58333333333333,1.25,5.0,12.75,0.0,11.32440074888889,16.23615252277778,2.527420039722222,0.0,0.0,90.0,0
MYD0978,1.75,2010-12-08 00:44:30,5.0,0.0,1.0,1.0,0.25,10.705179282868526,469,0.5194241316270567,0.3386676590993673,0,0.0,15.0,1.0,15.0,6.0,0.0,2.0,3.0,1.0,3.0,1.0,107.16666666666669,6.3,63.0,34.333333333333336,0.0,7.956409585833333,17.865970588055557,0.9859707155555556,3.0,1.0,0.0,1
PSF0133,2.229508196721312,2010-01-04 11:37:04,0.0,3.0,1.0,14.0,0.0765027322404371,1.0695187165775402,111,0.3963414634146341,0.0,0,0.0,449.0,136.0,3.301470588235294,289.0,1.0,25.0,79.0,29.0,26.0,0.0,9.25,1.0,3.0,7.416666666666667,0.0,8.94324561388889,18.049473684166667,0.1049046677777777,0.0,0.0,0.0,1
QOS0878,2.192660550458716,2010-01-03 07:42:20,0.0,2.0,1.0,8.0,0.073394495412844,13.690265486725664,305,0.3658441049745397,0.7168713639301875,0,0.4899806076276664,127.0,49.0,2.591836734693877,70.0,1.0,15.0,32.0,3.0,6.0,0.0,154.5625,10.533333333333331,158.0,33.375,0.0,10.257721774166669,16.251603375277778,2.7356746513888885,0.0,55.0,45.0,0
RKD0604,5.0,2010-07-09 22:25:39,20.0,0.0,1.0,0.0,0.0,14.526666666666667,448,0.36996336996337,0.1785222579164754,0,0.0,49.0,2.0,24.5,30.0,0.0,3.0,11.0,1.0,4.0,1.0,152.0,12.583333333333334,151.0,39.083333333333336,0.0,8.139047618888888,16.751632395277777,1.9048177497222225,4.0,0.0,0.0,1
RRP0568,1.548780487804878,2010-01-05 10:05:17,0.0,5.0,1.0,25.0,0.1016260162601626,8.663768115942029,542,0.5249338489721148,0.6142522582803613,0,0.0,1450.0,238.0,6.092436974789916,938.0,13.0,80.0,281.0,74.0,64.0,0.0,88.75,4.888888888888889,44.0,37.083333333333336,0.0,11.05683230611111,17.742033514444444,2.414428214166666,0.0,0.0,22.0,0
RVF0201,1.513157894736842,2010-01-05 08:33:32,0.0,3.0,1.0,20.0,0.087719298245614,10.701449275362318,572,0.3893267651888341,0.4978331527627302,0,0.312296858071506,252.0,91.0,2.769230769230769,155.0,3.0,12.0,46.0,17.0,19.0,0.0,106.25,6.75,54.0,25.58333333333333,0.0,9.368672790833337,17.00279523361111,2.487095791111111,0.0,0.0,20.0,0
SAB0781,1.506122448979592,2010-01-05 15:45:30,0.0,5.0,1.0,22.0,0.0897959183673469,2.941348973607038,267,0.2963636363636364,0.8713858424725822,0,0.0,1441.0,237.0,6.080168776371308,944.0,18.0,71.0,275.0,72.0,61.0,0.0,27.5,1.5,3.0,14.25,0.0,10.524750803611113,16.53969171472222,2.403660020277778,0.0,0.0,0.0,0
SBN0971,1.2394366197183098,2010-01-04 10:08:28,0.0,2.0,1.0,34.0,0.2394366197183098,1.0,147,0.2654232424677188,0.6175115207373272,0,0.0,577.0,126.0,4.579365079365079,373.0,6.0,29.0,100.0,31.0,38.0,0.0,9.533333333333331,1.75,14.0,8.0,0.0,7.202301410277778,16.29576837388889,0.1004251833333333,0.0,94.0,0.0,0
SCP0130,2.166163141993957,2010-01-04 10:46:03,0.0,7.0,1.0,20.0,0.0604229607250755,2.9098837209302326,249,0.4071560764959901,0.7962037962037962,0,0.5094905094905094,1615.0,309.0,5.226537216828479,1057.0,9.0,71.0,311.0,90.0,77.0,0.0,26.916666666666668,1.5714285714285714,11.0,17.666666666666668,0.0,9.863710965833333,16.780648148055555,2.093832552222222,0.0,0.0,113.0,0
TAP0551,1.25,2010-10-22 02:34:58,5.0,0.0,1.0,1.0,0.25,8.71111111111111,370,0.4653679653679654,0.6556122448979592,0,0.0,21.0,2.0,10.5,11.0,0.0,1.0,8.0,1.0,0.0,1.0,88.25,6.0,66.0,30.0,0.0,10.095839328333334,17.612058029444444,2.682888058333333,6.0,1.0,16.0,1
TDS0984,1.2253521126760565,2010-01-03 14:31:55,0.0,2.0,1.0,30.0,0.2112676056338028,8.747072599531617,687,0.4090029041626331,0.1815261044176706,0,0.0,3378.0,142.0,23.7887323943662,2185.0,15.0,176.0,644.0,197.0,161.0,0.0,90.73333333333332,1.0,1.0,28.6,0.0,9.988838051388887,17.2331399725,2.6362287797222224,0.0,161.0,57.0,0
TNM0961,2.205357142857143,2010-01-05 07:24:42,0.0,4.0,1.0,23.0,0.1026785714285714,1.0555555555555556,118,0.4507389162561576,0.7206477732793523,0,0.5263157894736842,526.0,149.0,3.530201342281879,325.0,1.0,34.0,103.0,31.0,32.0,0.0,9.666666666666666,1.875,15.0,7.333333333333333,0.0,9.222826694444445,15.09397457611111,2.4394932575,0.0,0.0,55.0,1
TSR0676,2.17629179331307,2010-01-04 10:36:31,0.0,8.0,1.0,26.0,0.0790273556231003,8.713872832369942,530,0.4339432937864468,0.5160862354892206,0,0.4975124378109453,532.0,165.0,3.224242424242424,349.0,7.0,27.0,91.0,29.0,29.0,0.0,94.58333333333331,2.555555555555556,23.0,34.0,0.0,9.979652216666668,16.04696531777778,2.373840111111111,0.0,0.0,0.0,0
UAD0771,2.1415384615384614,2010-01-04 09:31:36,0.0,8.0,1.0,20.0,0.0615384615384615,2.912280701754386,273,0.4622411693057247,0.5421686746987951,0,0.5180722891566265,1873.0,306.0,6.120915032679738,1186.0,14.0,108.0,377.0,97.0,91.0,0.0,27.25,1.0,1.0,16.833333333333332,0.0,10.654622616944444,16.329190886944446,2.484648418611111,0.0,0.0,21.0,0
USH0199,1.3333333333333333,2010-01-04 10:34:41,0.0,2.0,1.0,25.0,0.2976190476190476,8.820809248554914,498,0.4745170571311138,0.6107470511140236,0,0.4990170380078637,142.0,50.0,2.84,88.0,1.0,7.0,33.0,4.0,9.0,0.0,91.66666666666669,4.181818181818182,46.0,36.91666666666666,0.0,7.454893345833333,15.477531836944443,0.0990946522222222,0.0,0.0,3.0,0
VFM0814,1.25,2010-01-05 16:44:55,10.0,0.0,1.0,17.0,0.2361111111111111,8.791666666666666,371,0.4116800920598389,0.2388625592417061,373,0.4862559241706161,122.0,40.0,3.05,81.0,0.0,7.0,20.0,7.0,7.0,0.1475409836065573,88.33333333333333,2.571428571428572,18.0,37.16666666666666,12.909090909090908,10.794634103611113,19.419038755000003,2.657186357777777,4.0,0.0,51.0,0
WBC0192,1.2293577981651376,2010-01-04 09:09:17,0.0,2.0,1.0,22.0,0.2018348623853211,13.595375722543352,712,0.3121754932502596,0.858843537414966,0,0.7042942176870748,415.0,93.0,4.462365591397849,273.0,3.0,19.0,71.0,26.0,23.0,0.0,140.91666666666666,5.0,55.0,23.58333333333333,0.0,9.385646162777777,16.73705599277778,2.5620328855555554,0.0,0.0,35.0,0
XAA0104,1.2897196261682242,2010-01-13 07:34:47,0.0,2.0,1.0,26.0,0.2429906542056074,8.783236994219653,573,0.4052,0.6159921026653504,0,0.0,437.0,94.0,4.648936170212766,283.0,2.0,17.0,84.0,27.0,24.0,0.0,89.41666666666667,2.2222222222222223,20.0,35.25,0.0,9.275642780277778,17.297350674166665,2.415712540555556,0.0,0.0,0.0,0
XWD0923,2.2245762711864407,2010-01-04 15:08:06,7.0,3.0,1.0,25.0,0.1059322033898305,9.772,410,0.479462285287528,0.6643471142038477,236,0.7249283667621776,5915.0,236.0,25.0635593220339,3839.0,32.0,284.0,1147.0,292.0,321.0,0.0378698224852071,88.91666666666667,3.3,33.0,37.0,7.5,10.454487569722222,19.544533333333334,2.3994787025,0.0,0.0,0.0,0
ZKS0899,8.694767441860465,2010-01-04 09:21:40,0.0,14.0,1.0,4.0,0.0116279069767441,2.959183673469388,244,0.5053892215568863,0.193103448275862,0,0.4995073891625616,8537.0,344.0,24.81686046511628,5508.0,50.0,440.0,1704.0,440.0,395.0,0.0,27.0,1.75,14.0,17.666666666666668,0.0,9.672756854166668,17.809700576944444,1.5066524352777777,0.0,0.0,39.0,0
