user,avg_daily_device_connections,first_use_date,late_hour_device_use,missing_disconnects,distinct_pcs_used,above_avg_daily_counter,ratio_of_above_avg_days,emails_sent_per_day,unique_recipients_count,external_emails_ratio,attachment_count_avg,emails_sent_off_hours,bcc_usage_rate,total_files_copied,active_days,avg_files_copied_per_day,filetype_doc,filetype_exe,filetype_jpg,filetype_pdf,filetype_txt,filetype_zip,after_hours_file_copy_ratio,avg_urls_per_day,avg_malicious_urls_per_day,total_malicious_urls,avg_distinct_domains_per_day,avg_after_hours_browsing_per_day,avg_logon_time_hours,avg_logoff_time_hours,logon_std_dev_hours,after_hours_logons,weekend_logons,logons_on_other_user_pcs,potential_threat,malicious
AHD0848,1.327433628,07-01-2010 16:25,2,1,1,33,0.292035398,1.016216216,142,0.354267311,0.720744681,22,0.0,199,61,3.262295082,126,2,10,36,14,11,0.055276382,9.5,1.0,4,7.642857143,1.111111111,10.7949639,19.01252578,2.720705598,6,55,49,False,0
CLD0894,0.0,0,0,0,0,0,0.0,2.938953488,257,0.415375447,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,26.91666667,1.5,9,16.08333333,0.0,9.225915221,18.27384393,0.133361883,0,0,0,False,0
PAD0773,1.227722772,05-01-2010 09:51,0,1,1,20,0.198019802,2.959064327,255,0.436385256,0.18972332,0,0.701581028,2558,101,25.32673267,1643,19,125,497,139,135,0.0,28.41666667,0.0,0,16.08333333,0.0,10.73264008,15.85826273,2.478640233,0,0,75,False,0
BBS0422,1.232,06-01-2010 14:31,1,3,1,28,0.224,8.827848101,557,0.321653819,0.551190135,27,0.492113565,499,105,4.752380952,321,4,33,92,28,21,0.002004008,90.28571429,5.0,5,26.92857143,0.0,8.688954708,16.07746653,3.910334715,68,69,30,False,0
TVS0050,0.0,0,0,0,0,0,0.0,18.12463768,865,0.279457667,0.489844874,0,0.496241804,0,0,0.0,0,0,0,0,0,0,0.0,178.0,1.0,4,34.25,33.66666667,9.720859181,13.21708412,3.762126076,71,7,101,False,0
BSH0445,0.0,0,0,0,0,0,0.0,8.794797688,564,0.413571572,0.410121591,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,89.58333333,1.5,9,22.66666667,0.0,7.974421965,17.02042389,0.120979909,0,0,0,False,0
BMM0112,0.0,0,0,0,0,0,0.0,2.936231884,229,0.43236715,0.345508391,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,27.08333333,1.0,1,14.66666667,0.0,9.220134875,18.28492293,0.095498596,0,0,0,False,0
CWR0502,1.456066946,04-01-2010 09:50,0,2,1,12,0.050209205,13.51734104,763,0.448571429,0.540303613,0,0.499893094,765,197,3.883248731,495,3,42,149,36,40,0.0,152.3333333,4.090909091,45,43.5,0.0,10.45756186,16.38048057,2.566733011,0,0,80,False,0
RAW0915,1.542253521,02-01-2010 09:38,11,4,1,30,0.105633803,8.746867168,582,0.490839959,0.578510029,297,0.436103152,459,155,2.961290323,291,1,23,94,24,26,0.052287582,94.28571429,5.285714286,74,41.21428571,8.076923077,10.71883603,19.17652998,2.673356629,4,94,37,True,0
MDH0580,2.319852941,05-01-2010 16:11,0,5,1,29,0.106617647,1.031468531,124,0.402083333,0.813559322,0,0.0,622,190,3.273684211,388,2,36,128,32,36,0.0,9.5,2.0,4,8.166666667,0.0,8.458051802,18.54335586,0.097973417,0,0,0,False,1
EBC0390,0.0,0,0,0,0,0,0.0,8.747826087,521,0.331995183,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,89.91666667,2.571428571,18,24.66666667,0.0,7.954287091,16.04735067,0.099216361,0,0,0,False,0
MNS0224,0.0,0,0,0,0,0,0.0,10.72093023,606,0.459620149,0.388286334,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,105.3333333,9.727272727,107,33.5,0.0,11.02368483,13.12391386,7.508834067,756,0,1067,False,0
BNG0237,0.0,0,0,0,0,0,0.0,8.744186047,494,0.303416212,0.799202128,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,90.66666667,4.636363636,51,20.41666667,0.0,9.977680624,18.04229287,2.411464153,0,0,0,False,0
ZFM0468,0.0,0,0,0,0,0,0.0,1.0,136,0.455184534,0.479166667,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,9.333333333,1.333333333,4,7.916666667,0.0,7.986608863,18.00968208,0.141246566,0,0,0,False,0
WBC0192,1.229357798,04-01-2010 09:09,0,2,1,22,0.201834862,13.59537572,712,0.312175493,0.858843537,0,0.704294218,415,93,4.462365591,273,3,19,71,26,23,0.0,140.9166667,5.0,55,23.58333333,0.0,9.385646163,16.73705599,2.562032886,0,0,35,False,0
AMH0464,0.0,0,0,0,0,0,0.0,1.0,140,0.404255319,0.376854599,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,9.5,1.0,3,8.166666667,0.0,7.984633911,18.0077553,0.132657991,0,0,0,False,0
LJJ0905,0.0,0,0,0,0,0,0.0,3.0,257,0.352009744,0.670565302,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,27.08333333,1.428571429,10,16.83333333,0.0,9.341042805,17.94551533,0.819249561,0,0,20,False,0
BBH0810,0.0,0,0,0,0,0,0.0,8.797101449,526,0.426458833,0.0,431,0.0,0,0,0.0,0,0,0,0,0,0,0.0,89.0,5.727272727,63,28.75,15.63636364,8.475818882,20.52697495,0.118320455,0,0,0,False,0
NHH0185,0.0,0,0,0,0,0,0.0,2.915942029,245,0.408101572,0.208747515,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,25.5,1.0,1,15.91666667,0.0,7.383122066,18.20027543,1.369060368,0,0,9,False,0
KKW0879,8.54855643,04-01-2010 07:43,10,13,1,1,0.002624672,13.60949868,818,0.405151947,0.238270648,7,0.501357115,1534,326,4.705521472,987,13,86,299,66,83,0.003259452,152.8461538,14.15384615,184,39.23076923,0.0,8.528845159,16.72928184,2.935153627,20,37,48,True,0
CAH0936,2.6,09-08-2010 21:33,12,1,1,1,0.2,8.790697674,303,0.443209877,0.619047619,0,0.0,42,4,10.5,26,1,3,8,2,2,0.976190476,94.25,2.0,12,34.58333333,0.0,9.399679064,14.97395801,2.75493639,6,0,34,False,1
YWW0660,0.0,0,0,0,0,0,0.0,2.965384615,227,0.450715421,0.0,164,0.0,0,0,0.0,0,0,0,0,0,0,0.0,26.75,1.5,6,16.33333333,6.545454545,9.202681992,21.28320562,0.109755173,0,0,0,False,0
ARL0034,0.0,0,0,0,0,0,0.0,13.53623188,716,0.415074588,0.346680942,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,135.25,3.555555556,32,33.5,0.0,7.699036609,15.79720617,0.099324789,0,0,0,False,0
EWH0191,0.0,0,0,0,0,0,0.0,13.47536232,715,0.462318841,0.734136373,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,135.25,4.727272727,52,41.75,0.0,9.504912543,15.50303468,2.379474015,0,0,0,False,0
KAL0395,0.0,0,0,0,0,0,0.0,8.807580175,517,0.302677294,0.459450513,37,0.0,0,0,0.0,0,0,0,0,0,0,0.0,89.54545455,3.222222222,29,27.72727273,2.25,7.979527938,19.0289499,0.123837468,0,0,0,False,0
GHL0460,3.666666667,03-11-2010 02:38,10,0,1,0,0.0,1.0,105,0.390670554,0.516129032,0,0.0,41,2,20.5,27,0,1,7,4,2,1.0,9.5,0.0,0,8.083333333,0.0,7.994409722,17.895983,1.056930583,2,0,0,False,1
MSS0001,0.0,0,0,0,0,0,0.0,34.98255814,1415,0.514831574,0.165697191,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,386.0833333,4.375,35,61.08333333,0.0,9.936411057,15.06411368,2.371264,0,0,0,False,0
HDD0789,0.0,0,0,0,0,0,0.0,13.66184971,768,0.298164549,0.34927015,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,135.5,6.181818182,68,36.83333333,0.0,7.699181118,17.7922447,0.1019226,0,0,0,False,0
KQC0708,0.0,0,0,0,0,0,0.0,1.0,160,0.409747292,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,9.583333333,1.375,11,8.0,0.0,7.738728324,16.75303468,0.134552834,0,0,0,False,0
VSS0154,2.31,04-01-2010 11:00,0,2,1,24,0.12,10.75233645,356,0.315232526,0.615819209,0,0.4863103,405,120,3.375,255,4,21,76,18,31,0.0,106.5833333,9.5,114,28.25,0.0,8.430985915,18.55856698,0.084098489,0,0,0,False,1
MKS0204,0.0,0,0,0,0,0,0.0,10.6416185,570,0.309887193,0.189027702,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,102.0833333,9.0,108,28.25,0.0,7.226348747,17.27365125,0.112575736,0,0,0,False,0
KBG0549,1.227272727,07-01-2010 09:32,0,0,1,19,0.215909091,9.753623188,574,0.545651389,0.603268945,0,0.500445765,377,84,4.488095238,236,2,19,76,21,23,0.0,87.33333333,5.333333333,48,26.41666667,0.0,10.1965359,17.80976287,2.542335089,0,0,23,False,0
LRR0148,2.11827957,02-01-2010 11:50,0,7,1,116,0.311827957,13.5675,800,0.456069299,0.501013451,0,0.0,907,256,3.54296875,582,3,56,172,46,48,0.0,136.2142857,6.642857143,93,45.0,0.0,9.302340137,15.44859559,2.73030891,0,104,137,False,0
AMR0318,1.247787611,11-01-2010 08:39,2,1,1,27,0.238938053,14.37572254,736,0.278438662,0.202452754,0,0.0,230,74,3.108108108,139,4,12,43,16,16,0.0,154.0833333,12.72727273,140,33.5,54.5,9.859063096,15.21794579,2.948387539,19,2,0,False,0
ANT0430,0.0,0,0,0,0,0,0.0,8.729651163,528,0.333946078,0.708957709,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,90.16666667,1.5,12,23.33333333,0.0,10.17615207,16.71490791,2.475438634,0,0,25,False,0
WVB0539,0.0,0,0,0,0,0,0.0,13.45639535,765,0.516904385,0.19161806,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,134.5,4.181818182,46,46.91666667,0.0,7.998265896,17.00876686,0.143142369,0,0,0,False,0
ROB0272,0.0,0,0,0,0,0,0.0,8.701449275,539,0.303280338,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,89.75,0.0,0,26.75,0.0,7.199661836,17.3015896,0.089963287,0,0,0,False,0
CXC0336,0.0,0,0,0,0,0,0.0,2.923976608,250,0.321556886,0.434,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,27.58333333,0.0,0,15.5,0.0,7.243208092,18.26194605,0.135310047,0,0,0,False,0
HWH0646,0.0,0,0,0,0,0,0.0,2.939130435,242,0.432301154,0.792899408,218,0.0,0,0,0.0,0,0,0,0,0,0,0.0,26.83333333,1.0,5,16.66666667,5.818181818,11.28017797,21.27259152,2.388226851,0,0,0,False,0
ARB0881,0.0,0,0,0,0,0,0.0,2.953488372,249,0.46557971,0.748031496,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,27.08333333,2.833333333,17,16.33333333,0.0,9.196917148,18.30207129,0.088647749,0,0,0,False,0
MBJ0312,2.99127907,04-01-2010 14:25,0,11,1,21,0.061046512,14.60404624,769,0.387558657,0.567583614,0,0.0,1019,267,3.816479401,661,7,53,187,58,53,0.0,154.1666667,13.18181818,145,28.33333333,0.0,9.797407407,15.63877778,2.411941128,0,0,14,False,0
MJM0510,0.0,0,0,0,0,0,0.0,2.930029155,247,0.393183201,0.751243781,0,0.502487562,0,0,0.0,0,0,0,0,0,0,0.0,27.0,1.888888889,17,16.25,0.0,11.35524458,16.12041246,2.553226709,0,0,116,False,0
NGF0157,1.211864407,05-01-2010 07:56,0,2,1,23,0.194915254,8.740740741,607,0.497699115,0.493220339,0,0.498870056,305,85,3.588235294,192,0,14,63,16,20,0.0,86.21428571,3.0,30,36.92857143,8.0,9.221400769,15.80003219,3.266515659,42,104,19,False,0
UJC0737,0.0,0,0,0,0,0,0.0,14.45507246,766,0.417957406,0.450170443,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,155.25,8.75,105,36.25,0.0,8.001156069,17.00679191,0.145629665,0,0,0,False,0
LDG0459,1.256,04-01-2010 08:33,0,2,1,29,0.232,1.0,131,0.450909091,0.61746988,0,0.481927711,480,103,4.660194175,309,3,24,88,31,25,0.0,9.25,0.0,0,7.583333333,0.0,10.40801899,17.11055045,2.72742273,0,0,89,False,0
GRC0145,0.0,0,0,0,0,0,0.0,10.47398844,592,0.45627441,0.731512141,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,106.4166667,2.111111111,19,33.75,0.0,8.698073218,15.7977842,0.095009855,0,0,0,False,0
OBH0499,8.598607889,03-01-2010 10:53,10,17,1,3,0.006960557,14.51981352,972,0.47526588,0.576175951,0,0.0,594,218,2.724770642,368,6,32,125,30,33,0.005050505,154.5,5.769230769,75,40.875,21.0,10.48415043,15.89096481,3.044564972,32,173,95,True,0
OCS0865,2.052959502,04-01-2010 09:27,0,8,1,95,0.295950156,15.49855072,844,0.54895502,0.73405648,0,0.491490555,873,232,3.762931034,541,5,40,185,50,52,0.0,151.9166667,9.333333333,112,46.66666667,0.0,9.857890898,17.42524089,2.490152929,0,0,23,True,0
VLB0647,0.0,0,0,0,0,0,0.0,2.959302326,245,0.302702703,0.662082515,228,0.0,0,0,0.0,0,0,0,0,0,0,0.0,27.0,1.142857143,8,15.91666667,5.363636364,9.194171484,21.29788054,0.102554667,0,0,0,False,0
AJR0319,0.0,0,0,0,0,0,0.0,14.42600897,947,0.395642743,0.510724277,0,0.502020516,0,0,0.0,0,0,0,0,0,0,0.0,156.5,16.625,266,36.3125,0.0,9.804710249,15.74517937,2.377709032,0,181,0,False,0
RNF0765,0.0,0,0,0,0,0,0.0,2.903508772,268,0.293316832,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,27.25,1.6,8,13.5,0.0,8.468786127,16.52543353,0.128506861,0,0,0,False,0
WKF0012,0.0,0,0,0,0,0,0.0,17.55362319,918,0.42591849,0.398282695,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,178.25,5.916666667,71,42.83333333,0.0,7.704046243,17.80582852,0.086270028,0,0,0,False,0
FLM0213,0.0,0,0,0,0,0,0.0,13.56976744,690,0.31961165,0.383033419,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,135.5,7.333333333,88,29.91666667,0.0,7.703140096,15.80476879,0.093190096,0,0,0,False,0
XAA0104,1.289719626,13-01-2010 07:34,0,2,1,26,0.242990654,8.783236994,573,0.4052,0.615992103,0,0.0,437,94,4.64893617,283,2,17,84,27,24,0.0,89.41666667,2.222222222,20,35.25,0.0,9.27564278,17.29735067,2.415712541,0,0,0,False,0
ASS0517,0.0,0,0,0,0,0,0.0,2.947521866,237,0.30628432,0.564787339,0,0.486646884,0,0,0.0,0,0,0,0,0,0,0.0,27.16666667,1.333333333,4,16.83333333,0.0,10.97271274,17.04075144,2.367595838,0,0,0,False,0
MIB0904,0.0,0,0,0,0,0,0.0,2.939130435,261,0.524734982,0.6617357,0,0.501972387,0,0,0.0,0,0,0,0,0,0,0.0,26.91666667,2.25,18,16.0,0.0,11.29415424,18.26295761,2.376293639,0,0,0,False,0
JMB0308,2.0,12-07-2010 18:39,6,0,1,1,0.25,14.39869281,421,0.443380744,0.377212892,0,0.0,10,1,10.0,5,0,2,2,1,0,0.8,153.5,14.08333333,169,33.41666667,0.0,7.776353503,15.61060156,1.518238194,3,0,0,False,1
PES0085,0.0,0,0,0,0,0,0.0,10.70724638,576,0.408862198,0.78451543,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,107.0,9.6,96,34.75,0.0,9.735075099,16.76868979,2.366732491,0,0,0,False,0
UFK0208,0.0,0,0,0,0,0,0.0,13.60982659,763,0.434940384,0.392440008,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,135.5833333,4.0,32,29.91666667,0.0,9.958851799,14.92168387,2.481022876,0,0,90,False,0
DPM0423,3.10787172,04-01-2010 13:04,0,1,1,23,0.067055394,8.719653179,549,0.41152761,0.73417302,0,0.495525356,1403,298,4.708053691,906,13,74,267,73,70,0.0,89.5,1.0,3,27.0,0.0,9.263987357,16.95938609,2.71208892,0,0,111,False,0
AAS0442,0.0,0,0,0,0,0,0.0,2.9,82,0.361344538,0.875862069,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,27.0,1.0,4,13.83333333,0.0,9.786679586,17.061,2.351196363,0,0,0,False,0
CTR0341,0.0,0,0,0,0,0,0.0,3.018518519,309,0.34962406,0.612815269,39,0.509202454,0,0,0.0,0,0,0,0,0,0,0.0,28.0,0.0,0,14.27777778,0.0,9.563856816,16.21841603,3.816340272,98,277,17,False,0
BTS0011,0.0,0,0,0,0,0,0.0,17.23837209,864,0.377346939,0.382799325,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,180.5,5.333333333,64,42.33333333,0.0,7.448795761,15.55211946,0.09481397,0,0,0,False,0
KPR0497,0.0,0,0,0,0,0,0.0,14.53179191,741,0.441587068,0.738663484,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,156.3333333,4.2,42,36.08333333,0.0,10.53348218,16.08733189,2.543133057,0,0,115,False,0
LBF0214,1.534201954,03-01-2010 12:44,10,1,1,29,0.094462541,13.48351648,886,0.322695035,0.545721271,0,0.499429503,1236,266,4.646616541,781,12,56,257,59,71,0.029935275,141.4,6.2,93,31.8,49.0,10.08551149,13.95985098,3.404975321,61,232,122,True,0
KQS0415,0.0,0,0,0,0,0,0.0,8.788405797,529,0.461738262,0.403693931,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,89.66666667,2.111111111,19,30.58333333,0.0,7.950529865,18.04320809,0.091861454,0,0,0,False,0
SVL0803,0.0,0,0,0,0,0,0.0,8.765895954,527,0.461292897,0.213979558,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,89.58333333,1.0,1,36.41666667,0.0,8.21517341,17.28795761,0.108526296,0,0,0,False,0
PLH0862,0.0,0,0,0,0,0,0.0,14.57803468,802,0.481782852,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,153.5,8.9,89,38.58333333,0.0,7.706406551,17.79243738,0.103504906,0,0,0,False,0
HAV0121,0.0,0,0,0,0,0,0.0,8.857971014,488,0.441878981,0.0,546,0.0,0,0,0.0,0,0,0,0,0,0,0.0,88.16666667,5.272727273,58,33.66666667,20.45454545,9.201734104,21.29869942,0.094008318,0,0,0,False,0
HAM0985,0.0,0,0,0,0,0,0.0,8.84057971,496,0.492862807,0.425245902,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,89.16666667,2.375,19,31.16666667,0.0,7.728420038,17.76618497,0.136118053,0,0,0,False,0
DIW0118,2.141065831,04-01-2010 07:55,0,7,1,20,0.062695925,13.54069767,742,0.343132154,0.515457278,0,0.0,1314,281,4.676156584,844,12,60,265,63,70,0.0,134.4166667,5.0,60,37.16666667,0.0,9.652438355,15.04284693,2.637829289,0,0,124,False,0
LPC0492,0.0,0,0,0,0,0,0.0,14.71014493,779,0.298828361,0.51862069,0,0.492019704,0,0,0.0,0,0,0,0,0,0,0.0,143.3333333,5.4,54,35.83333333,0.0,8.629955944,17.04369698,1.639319199,0,0,26,False,0
RHY0079,0.0,0,0,0,0,0,0.0,17.63583815,909,0.467176482,0.224680433,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,177.25,10.1,101,43.91666667,0.0,9.414210118,18.13620112,1.095628031,0,0,12,False,0
JDF0593,8.591280654,04-01-2010 08:28,17,10,1,3,0.008174387,1.0,138,0.306779661,0.205128205,0,0.717948718,403,147,2.741496599,247,3,23,75,30,25,0.00248139,9.538461538,1.0,3,7.461538462,2.0,10.8534234,16.57568296,3.632236801,54,38,77,False,0
JRF0835,0.0,0,0,0,0,0,0.0,1.0,145,0.448214286,0.495575221,23,0.0,0,0,0.0,0,0,0,0,0,0,0.0,9.416666667,1.5,3,8.083333333,1.428571429,8.458766859,19.53766859,0.109442541,0,0,0,False,0
KBL0260,0.0,0,0,0,0,0,0.0,8.736231884,519,0.543788187,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,90.41666667,9.166666667,110,35.25,0.0,7.744315992,16.76276493,0.134959161,0,0,0,False,0
PTH0830,0.0,0,0,0,0,0,0.0,1.0,152,0.448830409,0.201946472,32,0.0,0,0,0.0,0,0,0,0,0,0,0.0,9.466666667,1.0,2,7.533333333,1.8,8.448784314,19.55572549,0.089309086,0,74,0,False,0
CNB0900,0.0,0,0,0,0,0,0.0,2.927325581,271,0.405683192,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,26.83333333,1.833333333,11,15.08333333,0.0,9.205587668,18.29932563,0.091775779,0,0,0,False,0
FTM0406,4.5,22-11-2010 20:48,17,0,1,0,0.0,8.754098361,384,0.47766323,0.0,0,0.0,33,2,16.5,22,0,1,9,0,1,1.0,89.75,5.555555556,50,32.08333333,0.0,7.971192548,17.79149487,1.061783714,3,0,0,False,1
PMC0328,2.113564669,04-01-2010 12:19,0,6,1,23,0.072555205,2.915697674,233,0.44057623,0.663010967,0,0.709870389,656,205,3.2,414,2,31,148,28,33,0.0,27.25,0.0,0,15.33333333,0.0,9.296233226,18.30105973,2.440171984,0,0,0,False,0
TUC0632,0.0,0,0,0,0,0,0.0,2.945086705,260,0.406626506,0.0,197,0.0,0,0,0.0,0,0,0,0,0,0,0.0,27.25,1.625,13,15.58333333,5.5,9.199662813,21.3004817,0.086490244,0,0,0,False,0
EGK0893,0.0,0,0,0,0,0,0.0,2.898255814,207,0.47342398,0.17552658,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,27.0,1.0,4,15.0,0.0,9.223073218,18.27475915,0.11587334,0,0,0,False,0
LAP0338,0.0,0,0,0,0,0,0.0,2.939958592,309,0.421501706,0.196478873,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,27.94444444,1.25,5,14.61111111,0.0,9.308431223,18.27148224,2.429943625,0,241,0,False,0
JKF0465,0.0,0,0,0,0,0,0.0,1.0,151,0.394259819,0.208436725,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,9.5,2.0,4,7.642857143,0.0,7.956269841,18.04039683,0.105599531,0,64,0,False,0
SIJ0661,0.0,0,0,0,0,0,0.0,13.56811594,733,0.445011783,0.174535356,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,137.25,3.181818182,35,36.08333333,0.0,7.99238921,16.00520231,0.128398564,0,0,0,False,0
ALH0402,0.0,0,0,0,0,0,0.0,8.808695652,531,0.397067684,0.415597236,36,0.0,0,0,0.0,0,0,0,0,0,0,0.0,88.66666667,3.916666667,47,32.5,1.666666667,7.982369942,19.01950867,0.125034114,0,0,0,False,0
NCK0295,0.0,0,0,0,0,0,0.0,1.0,136,0.509981851,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,9.333333333,1.0,4,8.416666667,0.0,8.974036609,18.02919075,0.109475929,0,0,0,False,0
FRL0511,0.0,0,0,0,0,0,0.0,2.918604651,246,0.379161529,0.860557769,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,27.33333333,1.75,7,14.75,0.0,8.973458574,17.03333333,0.112379979,0,0,0,False,0
LLV0602,0.0,0,0,0,0,0,0.0,14.61849711,793,0.344527664,0.175563464,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,152.8333333,10.83333333,130,30.25,0.0,7.994845857,17.00582852,0.141170374,0,0,0,False,0
