user,avg_daily_device_connections,first_use_date,late_hour_device_use,missing_disconnects,distinct_pcs_used,above_avg_daily_counter,ratio_of_above_avg_days,emails_sent_per_day,unique_recipients_count,external_emails_ratio,attachment_count_avg,emails_sent_off_hours,bcc_usage_rate,total_files_copied,active_days,avg_files_copied_per_day,filetype_doc,filetype_exe,filetype_jpg,filetype_pdf,filetype_txt,filetype_zip,after_hours_file_copy_ratio,avg_urls_per_day,avg_malicious_urls_per_day,total_malicious_urls,avg_distinct_domains_per_day,avg_after_hours_browsing_per_day,avg_logon_time_hours,avg_logoff_time_hours,logon_std_dev_hours,after_hours_logons,weekend_logons,logons_on_other_user_pcs,malicious
BWP0202,1.2524271844660195,2010-01-05 13:41:09,2.0,1.0,1.0,23.0,0.2233009708737864,10.617391304347828,574,0.4275942609275943,0.4987714987714988,0,0.6584766584766585,627.0,99.0,6.333333333333333,384.0,4.0,38.0,116.0,48.0,37.0,0.0159489633173843,106.75,11.083333333333334,133.0,34.416666666666664,30.0,9.879266293055556,14.713127610555556,3.8467178675,68.0,7.0,115.0,0
CAA0612,1.2427184466019416,2010-01-04 13:50:29,0.0,2.0,1.0,21.0,0.203883495145631,15.571014492753624,804,0.4059902061268648,0.6116902457185406,0,0.4864110201042442,641.0,99.0,6.474747474747475,406.0,3.0,33.0,126.0,41.0,32.0,0.0,159.58333333333334,10.1,101.0,30.916666666666668,0.0,9.964951060277777,17.054720616388888,2.393851795,0.0,0.0,0.0,0
CAB0614,1.5206611570247934,2010-01-04 10:30:24,0.0,3.0,1.0,23.0,0.0950413223140495,15.46376811594203,826,0.4791833010151705,0.6118088097469541,0,0.743767572633552,931.0,203.0,4.586206896551724,601.0,9.0,52.0,181.0,47.0,41.0,0.0,151.41666666666666,5.636363636363637,62.0,36.16666666666666,0.0,10.116882267222223,16.032370938055557,2.5114679433333333,0.0,0.0,78.0,0
CIM0271,2.2036474164133737,2010-01-04 09:56:27,0.0,8.0,1.0,23.0,0.0699088145896656,8.694767441860465,514,0.2905280460242449,0.6519558676028084,0,0.4964894684052156,1552.0,305.0,5.088524590163934,991.0,7.0,79.0,321.0,71.0,83.0,0.0,90.25,1.5,6.0,25.25,0.0,9.319694619444444,16.982350015277778,2.4469790275,0.0,0.0,17.0,0
CTA0020,8.604046242774567,2010-01-04 11:20:11,0.0,12.0,1.0,2.0,0.0057803468208092,10.55072463768116,598,0.4498172150216019,0.5865384615384616,0,0.7101648351648352,606.0,193.0,3.139896373056995,389.0,2.0,32.0,135.0,22.0,26.0,0.0,101.91666666666669,2.1666666666666665,13.0,32.75,0.0,10.17788775861111,17.796287061944444,2.587573418333333,0.0,0.0,25.0,0
DAL0673,1.5324074074074074,2010-01-04 14:42:01,0.0,1.0,1.0,20.0,0.0925925925925925,8.769679300291545,539,0.4338455398124127,0.4953457446808511,0,0.4940159574468085,352.0,118.0,2.983050847457627,223.0,1.0,18.0,67.0,22.0,21.0,0.0,95.91666666666669,5.916666666666667,71.0,31.58333333333333,0.0,10.039640964444445,15.83281288138889,2.424324427777778,0.0,0.0,18.0,0
DRR0162,2.3686440677966103,2010-01-04 07:42:34,0.0,2.0,1.0,26.0,0.1101694915254237,10.69140625,454,0.4095658230787091,0.5027402265253927,0,0.4936061381074169,529.0,167.0,3.167664670658682,338.0,3.0,30.0,103.0,28.0,27.0,0.0,107.58333333333331,0.0,0.0,30.666666666666668,0.0,7.2060546875,16.293880208333334,0.0995261913888889,0.0,0.0,0.0,1
EAH0466,1.0714285714285714,2010-01-04 12:38:17,0.0,0.0,1.0,1.0,0.0714285714285714,1.0,41,0.5689655172413793,0.5588235294117647,0,0.4705882352941176,358.0,14.0,25.571428571428573,230.0,3.0,24.0,66.0,14.0,21.0,0.0,9.25,2.0,6.0,6.833333333333333,0.0,9.980222222222222,17.403952991388888,2.425225375277778,0.0,0.0,4.0,0
EHB0824,3.25,2010-07-20 21:38:00,12.0,0.0,1.0,1.0,0.25,1.0,96,0.3522267206477733,0.2091503267973856,6,0.0,14.0,1.0,14.0,9.0,0.0,1.0,2.0,2.0,0.0,1.0,9.583333333333334,0.0,0.0,7.25,1.0,8.650453929444444,19.09293868555556,1.7999377744444445,4.0,0.0,0.0,1
ESJ0670,1.2585034013605445,2010-01-03 11:15:08,0.0,4.0,1.0,34.0,0.2312925170068027,9.811563169164884,740,0.4700319659030367,0.1988214753382802,0,0.4436927106067219,3303.0,147.0,22.46938775510204,2128.0,19.0,175.0,641.0,177.0,163.0,0.0,91.23529411764706,5.066666666666666,76.0,34.05882352941177,0.0,8.337733009444444,15.7368274,1.3639438272222222,0.0,129.0,44.0,0
FEB0306,1.5695652173913044,2010-01-04 14:14:29,0.0,3.0,1.0,22.0,0.0956521739130434,1.0,139,0.3889908256880734,0.6231003039513677,0,0.5075987841945289,1157.0,222.0,5.211711711711712,759.0,9.0,55.0,224.0,60.0,50.0,0.0,9.333333333333334,1.0,1.0,7.666666666666667,0.0,11.185166666666666,17.133989234444446,2.5151844013888884,0.0,0.0,72.0,0
FTM0406,4.5,2010-11-22 20:48:02,17.0,0.0,1.0,0.0,0.0,8.754098360655737,384,0.4776632302405498,0.0,0,0.0,33.0,2.0,16.5,22.0,0.0,1.0,9.0,0.0,1.0,1.0,89.75,5.555555555555555,50.0,32.083333333333336,0.0,7.971192547777778,17.791494868333334,1.0617837144444444,3.0,0.0,0.0,1
GHL0460,3.6666666666666665,2010-11-03 02:38:54,10.0,0.0,1.0,0.0,0.0,1.0,105,0.39067055393586,0.5161290322580645,0,0.0,41.0,2.0,20.5,27.0,0.0,1.0,7.0,4.0,2.0,1.0,9.5,0.0,0.0,8.083333333333334,0.0,7.994409722222223,17.895982998055555,1.0569305833333331,2.0,0.0,0.0,1
GTD0219,4.059322033898305,2010-01-04 03:39:51,241.0,1.0,291.0,27.0,0.2288135593220339,10.694915254237287,228,0.5794527124339894,0.5586370839936609,0,0.4928684627575277,1281.0,111.0,11.54054054054054,830.0,5.0,56.0,254.0,72.0,64.0,0.4715066354410617,108.0,8.75,105.0,42.333333333333336,0.0,11.067289682499998,13.167938775277776,7.419121231666667,257.0,0.0,370.0,1
HAD0246,1.1888888888888889,2010-01-03 09:21:32,2.0,4.0,1.0,31.0,0.1722222222222222,9.796747967479677,741,0.3210904960242332,0.5769709543568464,41,0.0,315.0,102.0,3.088235294117647,204.0,3.0,14.0,57.0,21.0,16.0,0.0,91.44444444444444,3.4615384615384617,45.0,27.88888888888889,0.0,10.275856415,15.078772865833333,3.5763264991666666,82.0,311.0,71.0,0
HCM0267,8.624277456647398,2010-01-04 14:40:41,0.0,13.0,1.0,1.0,0.0028901734104046,8.73121387283237,532,0.4502502502502502,0.5786163522012578,0,0.0,8167.0,346.0,23.604046242774565,5249.0,57.0,398.0,1623.0,414.0,426.0,0.0,85.0,1.0,2.0,25.416666666666668,0.0,7.445472061388889,15.554383429444444,0.0903315702777777,0.0,0.0,0.0,0
HFB0347,1.2467532467532467,2010-01-06 07:41:41,0.0,2.0,1.0,18.0,0.2337662337662337,2.95,209,0.4210950080515298,0.2151238591916558,0,0.0,1716.0,77.0,22.285714285714285,1106.0,9.0,93.0,326.0,90.0,92.0,0.0,27.25,0.0,0.0,13.416666666666666,0.0,7.232196969444445,18.266603535277778,0.1287503416666666,0.0,7.0,0.0,0
HJS0072,1.5294117647058822,2010-01-04 14:11:54,0.0,0.0,1.0,1.0,0.0588235294117647,8.64,65,0.2876712328767123,0.7268518518518519,0,0.4861111111111111,82.0,17.0,4.823529411764706,49.0,0.0,5.0,19.0,6.0,3.0,0.0,89.57142857142857,7.25,87.0,28.714285714285715,0.0,10.035006038611112,17.54283950611111,2.421091608888889,0.0,2.0,2.0,0
HMM0108,1.96078431372549,2010-01-04 11:57:05,0.0,2.0,1.0,11.0,0.2156862745098039,9.818181818181818,136,0.210467706013363,0.5703703703703704,0,0.5111111111111111,345.0,51.0,6.764705882352941,224.0,2.0,16.0,70.0,21.0,12.0,0.0,88.75,5.2,52.0,29.83333333333333,0.0,11.959039351666666,17.34952777777778,2.8868983755555555,0.0,0.0,25.0,0
HSB0196,8.010526315789473,2010-01-02 08:24:54,5.0,15.0,1.0,163.0,0.3431578947368421,10.743157894736845,775,0.4108934543717152,0.549872623946698,0,0.0,11627.0,475.0,24.477894736842103,7446.0,76.0,613.0,2292.0,615.0,585.0,0.0011180872108024,114.82352941176472,11.3125,181.0,25.705882352941178,0.0,8.333453666111112,17.76164529888889,1.7355510869444444,14.0,123.0,0.0,0
HXL0968,2.351758793969849,2010-01-04 08:23:28,0.0,4.0,1.0,24.0,0.1206030150753768,1.0497512437810943,111,0.5059523809523809,0.4360189573459715,0,0.0,477.0,146.0,3.267123287671233,306.0,3.0,28.0,89.0,26.0,25.0,0.0,9.25,2.2,11.0,7.916666666666667,0.0,7.2274091625,16.266666666666666,0.1294184244444444,0.0,0.0,0.0,1
IBB0359,11.372832369942197,2010-01-04 08:39:07,680.0,18.0,580.0,93.0,0.26878612716763,10.52463768115942,611,0.4480202190395956,0.6287524098044616,0,0.4960066097493803,3199.0,328.0,9.753048780487806,2056.0,30.0,164.0,625.0,156.0,168.0,0.5176617693029072,107.91666666666669,5.7,57.0,37.333333333333336,20.666666666666668,11.615548097222222,13.360099684722222,6.698151564444444,716.0,1.0,1034.0,0
IBB0696,2.1784615384615384,2010-01-04 13:38:48,0.0,8.0,1.0,28.0,0.0861538461538461,1.0,139,0.3897707231040564,0.5465465465465466,0,0.5135135135135135,986.0,249.0,3.959839357429719,639.0,12.0,54.0,188.0,38.0,55.0,0.0,9.5,1.5,9.0,7.833333333333333,0.0,9.861418541666666,16.4538502875,2.4609953816666668,0.0,0.0,21.0,0
IBS0836,1.4923076923076923,2010-01-04 08:48:26,8.0,2.0,1.0,17.0,0.0653846153846153,1.0,145,0.5024390243902439,0.6044568245125348,24,0.5069637883008357,624.0,184.0,3.391304347826087,403.0,5.0,38.0,115.0,34.0,29.0,0.0352564102564102,8.538461538461538,1.0,1.0,6.6923076923076925,1.3333333333333333,10.517762773055557,18.651943781388887,2.953321274722222,24.0,63.0,16.0,0
IIW0249,8.631713554987213,2010-01-02 07:59:49,17.0,15.0,1.0,3.0,0.0076726342710997,8.745501285347043,532,0.4978502328914367,0.2031158142269253,0,0.5088183421516755,473.0,168.0,2.8154761904761907,304.0,4.0,25.0,84.0,29.0,27.0,0.0084566596194503,90.14285714285714,4.076923076923077,53.0,39.07142857142857,0.0,8.341883141666667,16.21967752222222,2.55748851,21.0,47.0,21.0,0
IKP0472,1.563253012048193,2010-01-02 15:24:39,0.0,5.0,1.0,31.0,0.0933734939759036,1.0,174,0.5031133250311333,0.83991683991684,0,0.7297297297297297,812.0,228.0,3.56140350877193,523.0,4.0,40.0,166.0,38.0,41.0,0.0,8.61111111111111,1.0,6.0,7.833333333333333,0.0,10.406815944722222,17.060635623333333,2.630751108333333,0.0,287.0,126.0,0
IKR0401,2.131086142322097,2010-01-04 14:58:24,0.0,4.0,1.0,20.0,0.0749063670411985,8.693379790940767,432,0.4010289073983341,0.4020040080160321,26,0.0,554.0,183.0,3.0273224043715845,339.0,5.0,27.0,116.0,30.0,37.0,0.0,89.0,4.555555555555555,41.0,30.25,2.0,7.947677119444445,19.053600464444447,0.0912893541666666,0.0,0.0,0.0,1
ILH0958,1.2605042016806722,2010-01-06 13:42:14,0.0,0.0,1.0,29.0,0.2436974789915966,1.0,136,0.4511278195488721,0.7002967359050445,0,0.744807121661721,2970.0,119.0,24.95798319327731,1909.0,25.0,123.0,591.0,174.0,148.0,0.0,9.416666666666666,1.8,18.0,7.666666666666667,0.0,9.521757500277776,14.903912136111112,2.573757423888889,0.0,0.0,120.0,0
JCR0172,1.2686567164179106,2010-01-02 09:45:49,0.0,2.0,1.0,35.0,0.2611940298507462,14.56019656019656,885,0.4048062979076031,0.5124873439082012,0,0.5060749240634492,406.0,105.0,3.866666666666666,256.0,1.0,24.0,79.0,21.0,25.0,0.0,155.33333333333334,15.357142857142858,215.0,30.2,0.0,9.758470493055556,15.79742014722222,2.414974453611111,0.0,98.0,0.0,0
JGT0221,2.0,2010-07-15 15:17:46,0.0,0.0,2.0,0.0,0.0,10.676470588235292,290,0.4953974895397489,0.4056473829201102,0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,108.0,11.090909090909092,122.0,40.41666666666666,0.0,11.205375900555556,13.23714211222222,7.466756856388889,310.0,0.0,447.0,1
JTS0389,1.2035398230088497,2010-01-15 10:57:11,0.0,2.0,1.0,20.0,0.1769911504424778,9.666666666666666,560,0.4761204996326231,0.1697151424287856,0,0.4962518740629685,376.0,91.0,4.131868131868132,238.0,2.0,20.0,72.0,22.0,22.0,0.0,90.0,4.111111111111111,37.0,28.33333333333333,0.0,8.736580640833333,15.38061137361111,1.975770031111111,0.0,0.0,77.0,0
KCO0122,2.169753086419753,2010-01-04 14:31:12,133.0,2.0,1.0,29.0,0.0895061728395061,8.765895953757225,529,0.5313243457573354,0.6172106824925816,620,0.4929113089350478,1593.0,304.0,5.240131578947368,1031.0,8.0,72.0,327.0,83.0,72.0,0.2084118016321406,88.5,5.6,56.0,32.083333333333336,19.0,10.916225081111111,18.45418112111111,3.625478225833333,60.0,5.0,18.0,0
KJJ0293,1.5333333333333334,2010-01-05 10:13:21,0.0,3.0,1.0,25.0,0.1111111111111111,1.0,123,0.3720508166969147,0.948948948948949,0,0.0,530.0,146.0,3.6301369863013697,339.0,3.0,26.0,102.0,32.0,28.0,0.0,9.416666666666666,1.75,7.0,7.666666666666667,0.0,11.199712172222222,17.181307651944444,2.514610900277778,0.0,0.0,78.0,0
KLH0596,6.333333333333333,2011-02-01 21:16:23,18.0,0.0,1.0,0.0,0.0,1.0,128,0.3747276688453159,0.3046594982078853,0,0.5232974910394266,53.0,2.0,26.5,35.0,0.0,3.0,11.0,4.0,0.0,1.0,9.416666666666666,1.0,4.0,7.583333333333333,0.0,8.589004156944444,18.354324451944446,1.0976149972222222,2.0,1.0,0.0,1
LBH0942,8.6158940397351,2010-01-03 07:15:40,0.0,21.0,1.0,3.0,0.0066225165562913,8.668141592920353,639,0.2893110905159098,0.2023991832567636,0,0.0,10889.0,453.0,24.037527593818982,7008.0,76.0,555.0,2235.0,501.0,514.0,0.0,91.375,1.25,5.0,27.9375,0.0,9.280623049722225,16.298969830555556,2.4019083075000003,0.0,199.0,0.0,0
LCB0664,8.604046242774567,2010-01-04 07:58:02,0.0,16.0,1.0,1.0,0.0028901734104046,13.57514450867052,762,0.3348946135831381,0.5073451139024909,0,0.4941451990632318,414.0,149.0,2.778523489932886,270.0,2.0,14.0,78.0,17.0,33.0,0.0,128.25,1.3333333333333333,4.0,27.08333333333333,0.0,10.213868116388888,16.178756328055556,2.5479946583333333,0.0,0.0,71.0,0
MAR0955,3.5,2011-02-05 03:54:36,17.0,0.0,1.0,1.0,0.1666666666666666,1.0,120,0.5056947608200456,0.0,0,0.0,69.0,3.0,23.0,39.0,0.0,4.0,15.0,4.0,7.0,0.8840579710144928,9.416666666666666,2.1666666666666665,13.0,7.833333333333333,0.0,7.250240066111111,16.112502759166667,1.1152796069444444,4.0,1.0,0.0,1
MBJ0312,2.991279069767442,2010-01-04 14:25:52,0.0,11.0,1.0,21.0,0.0610465116279069,14.604046242774569,769,0.3875586572012995,0.5675836136948348,0,0.0,1019.0,267.0,3.816479400749064,661.0,7.0,53.0,187.0,58.0,53.0,0.0,154.16666666666666,13.181818181818182,145.0,28.33333333333333,0.0,9.797407407222222,15.638777777777776,2.411941128055556,0.0,0.0,14.0,0
MCF0600,6.0,2010-09-20 01:22:17,35.0,0.0,1.0,0.0,0.0,1.0,105,0.2846347607052896,0.200836820083682,0,0.0,102.0,4.0,25.5,62.0,1.0,4.0,22.0,7.0,6.0,0.9215686274509804,9.6,1.0,6.0,7.333333333333333,0.0,9.239031385277778,17.264402056111113,2.5624302102777774,7.0,54.0,56.0,1
MGS0974,1.2136752136752136,2010-01-04 12:35:58,0.0,1.0,1.0,23.0,0.1965811965811965,10.775132275132275,638,0.4035854172943657,0.5936656027498158,0,0.4100171863491284,162.0,53.0,3.056603773584906,104.0,2.0,8.0,31.0,7.0,10.0,0.0,108.07142857142856,1.8,9.0,25.785714285714285,0.0,8.28616125611111,17.427802190277777,1.3890170458333333,0.0,39.0,41.0,0
NDM0417,2.189873417721519,2010-01-04 10:19:57,0.0,5.0,1.0,21.0,0.0664556962025316,8.8231884057971,548,0.4150189734371879,0.7927069645203679,0,0.7148488830486203,1284.0,284.0,4.52112676056338,847.0,8.0,74.0,219.0,68.0,68.0,0.0,89.41666666666667,1.25,5.0,39.333333333333336,0.0,10.427128472222222,16.955719954444444,2.7053439188888886,0.0,0.0,95.0,0
NGC0058,1.1824324324324325,2010-01-05 10:00:06,1.0,0.0,1.0,27.0,0.1824324324324324,8.715962441314554,598,0.3244828147906825,0.5004039859951521,44,0.5030972259628332,200.0,71.0,2.816901408450704,126.0,1.0,10.0,41.0,12.0,10.0,0.0,95.13333333333334,6.769230769230769,88.0,30.133333333333333,2.6,8.709710930277778,18.402671070277776,2.474265029166667,0.0,101.0,64.0,0
NMS0280,1.25,2010-01-03 17:43:34,0.0,3.0,1.0,29.0,0.2338709677419354,2.9302325581395348,274,0.4687960687960688,0.5214285714285715,0,0.0,321.0,88.0,3.647727272727273,205.0,2.0,27.0,59.0,17.0,11.0,0.0,28.5,1.0,1.0,18.0,0.0,9.501089084444445,18.25019334305556,1.5534177072222222,0.0,89.0,18.0,0
OLW0689,2.217391304347826,2010-01-05 15:26:14,0.0,10.0,1.0,30.0,0.093167701863354,8.768115942028986,494,0.2758482232483437,0.7328925619834711,29,0.4919008264462809,1242.0,273.0,4.549450549450549,815.0,11.0,59.0,236.0,64.0,57.0,0.000805152979066,88.66666666666667,5.545454545454546,61.0,28.08333333333333,2.0,10.978092713333334,19.029431599166667,2.3881759880555555,0.0,0.0,0.0,0
PMC0328,2.1135646687697163,2010-01-04 12:19:53,0.0,6.0,1.0,23.0,0.0725552050473186,2.9156976744186047,233,0.4405762304921968,0.6630109670987039,0,0.7098703888334995,656.0,205.0,3.2,414.0,2.0,31.0,148.0,28.0,33.0,0.0,27.25,0.0,0.0,15.333333333333334,0.0,9.296233225833332,18.30105973,2.440171983888889,0.0,0.0,0.0,0
PPF0435,6.75,2011-01-27 20:23:04,27.0,0.0,1.0,0.0,0.0,9.546712802768166,505,0.5265126512651265,0.2029720913374411,0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,89.75,3.0,24.0,34.0,0.0,8.085329742777779,16.899595615833334,1.1856463877777776,3.0,0.0,0.0,1
RAB0589,1.3333333333333333,2010-09-11 03:30:17,3.0,0.0,1.0,1.0,0.3333333333333333,1.0,99,0.3365079365079365,0.6492146596858639,0,0.4973821989528796,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,8.75,1.875,15.0,7.0,0.0,10.91321952138889,16.851379797777778,2.8157326625000003,3.0,1.0,75.0,1
RAW0915,1.5422535211267605,2010-01-02 09:38:58,11.0,4.0,1.0,30.0,0.1056338028169014,8.746867167919799,582,0.4908399585205669,0.5785100286532951,297,0.4361031518624642,459.0,155.0,2.9612903225806453,291.0,1.0,23.0,94.0,24.0,26.0,0.0522875816993464,94.28571428571428,5.285714285714286,74.0,41.21428571428572,8.076923076923077,10.718836030833334,19.17652998222222,2.673356629166667,4.0,94.0,37.0,0
RHL0992,2.215568862275449,2010-01-04 09:34:21,63.0,5.0,1.0,16.0,0.0958083832335329,8.948863636363637,313,0.3794541319181198,0.587936507936508,330,0.0,370.0,117.0,3.1623931623931623,239.0,2.0,21.0,67.0,24.0,17.0,0.1837837837837838,88.08333333333333,5.833333333333333,70.0,27.33333333333333,19.454545454545453,11.39093977138889,21.02823466888889,2.520596161111111,2.0,0.0,7.0,1
RLG0856,1.6130434782608696,2010-01-04 12:04:13,5.0,4.0,1.0,26.0,0.1130434782608695,14.22608695652174,789,0.4270988574267262,0.5236348818255909,0,0.4969437652811736,334.0,123.0,2.7154471544715446,207.0,2.0,23.0,56.0,25.0,21.0,0.0239520958083832,161.33333333333334,6.916666666666667,83.0,36.25,0.0,9.920031148611113,16.971311561388887,3.040870125833333,23.0,2.0,0.0,0
RSM0277,1.6307053941908711,2010-01-05 08:50:07,0.0,6.0,1.0,27.0,0.1120331950207468,8.725947521865889,542,0.4323553382233089,0.5803541597059806,0,0.0,393.0,122.0,3.221311475409836,248.0,3.0,20.0,72.0,23.0,27.0,0.0,90.91666666666669,1.0,1.0,28.25,0.0,9.648948948888888,15.90315591388889,2.8160320911111114,0.0,0.0,119.0,0
SBH0537,1.1965811965811963,2010-01-04 16:20:29,0.0,2.0,1.0,19.0,0.1623931623931624,12.466321243523316,768,0.45,0.5311720698254364,0,0.4929343308395677,428.0,91.0,4.703296703296704,270.0,4.0,23.0,87.0,23.0,21.0,0.0,135.42857142857142,3.083333333333333,37.0,40.85714285714285,0.0,10.978697166111113,18.01934369583333,2.342799289722222,0.0,53.0,0.0,0
SGM0021,3.0028901734104045,2010-01-04 12:51:07,0.0,9.0,1.0,24.0,0.0693641618497109,10.672463768115945,586,0.568601798855274,0.5798479087452472,0,0.0,2596.0,343.0,7.568513119533527,1684.0,18.0,117.0,495.0,155.0,127.0,0.0,108.08333333333331,1.25,5.0,36.66666666666666,0.0,9.611090222222222,15.516763005555555,2.442550356666666,0.0,0.0,0.0,0
SNC0187,1.26,2010-01-08 09:29:27,0.0,1.0,1.0,23.0,0.23,2.929765886287625,245,0.4482522275531185,0.5970319634703196,0,0.0,2321.0,100.0,23.21,1496.0,16.0,124.0,442.0,118.0,125.0,0.0,26.83333333333333,1.2,6.0,14.833333333333334,0.0,7.195222222222222,18.296444444444443,0.0962283272222222,0.0,0.0,0.0,0
VIA0063,7.9508670520231215,2010-01-04 08:35:04,0.0,14.0,1.0,103.0,0.2976878612716763,13.62608695652174,740,0.3893485005170631,0.2029355456285896,0,0.0,8524.0,346.0,24.63583815028902,5457.0,40.0,431.0,1703.0,471.0,422.0,0.0,132.08333333333334,8.666666666666666,104.0,39.083333333333336,0.0,7.957129094166667,18.043015414166668,0.1081341297222222,0.0,0.0,0.0,0
VSA0230,1.1666666666666667,2010-01-04 09:07:37,0.0,2.0,1.0,14.0,0.1666666666666666,8.799319727891156,436,0.532516493873704,0.5353691534596057,20,0.4947816003092385,389.0,76.0,5.118421052631579,248.0,1.0,22.0,70.0,22.0,26.0,0.0,89.66666666666667,5.0,50.0,34.833333333333336,4.0,10.502740079166667,18.6453035425,3.082000989166666,1.0,0.0,49.0,0
VTT0385,7.927745664739884,2010-01-04 08:04:31,0.0,16.0,1.0,105.0,0.3034682080924855,8.641399416909621,515,0.4981519507186858,0.2101889338731444,0,0.0,409.0,155.0,2.638709677419355,257.0,3.0,25.0,85.0,20.0,19.0,0.0,90.5,5.666666666666667,68.0,43.16666666666666,0.0,8.134324977777778,15.501476839444445,1.0109033177777778,0.0,0.0,33.0,0
