user,avg_daily_device_connections,first_use_date,late_hour_device_use,missing_disconnects,distinct_pcs_used,above_avg_daily_counter,ratio_of_above_avg_days,emails_sent_per_day,unique_recipients_count,external_emails_ratio,attachment_count_avg,emails_sent_off_hours,bcc_usage_rate,total_files_copied,active_days,avg_files_copied_per_day,filetype_doc,filetype_exe,filetype_jpg,filetype_pdf,filetype_txt,filetype_zip,after_hours_file_copy_ratio,avg_urls_per_day,avg_malicious_urls_per_day,total_malicious_urls,avg_distinct_domains_per_day,avg_after_hours_browsing_per_day,avg_logon_time_hours,avg_logoff_time_hours,logon_std_dev_hours,after_hours_logons,weekend_logons,logons_on_other_user_pcs,potential_threat,malicious
SVS0871,0.0,0,0,0,0,0,0.0,14.56069364,817,0.477568389,0.721516475,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,153.0833333,11.45454545,126,38.75,0.0,10.33809621,16.50213121,2.842091176,0,0,124,False,0
ILC0838,0.0,0,0,0,0,0,0.0,1.0,123,0.435992579,0.204142012,21,0.0,0,0,0.0,0,0,0,0,0,0,0.0,9.333333333,1.0,1,8.0,1.571428571,8.458188824,19.5400289,0.100427724,0,0,0,False,0
KNW0644,0.0,0,0,0,0,0,0.0,2.950581395,246,0.425480769,0.36453202,212,0.0,0,0,0.0,0,0,0,0,0,0,0.0,26.66666667,1.166666667,7,16.0,5.727272727,9.227552986,21.25852601,0.133098771,0,0,0,False,0
HPR0585,0.0,0,0,0,0,0,0.0,1.0,121,0.475,0.663690476,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,9.583333333,0.0,0,8.083333333,0.0,10.42800842,18.54629094,2.377988481,0,0,0,False,0
MIL0255,0.0,0,0,0,0,0,0.0,8.825581395,525,0.480722892,0.368247694,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,89.91666667,4.727272727,52,40.0,0.0,7.733815029,16.75785164,0.136613372,0,0,0,False,0
MTB0620,2.947214076,04-01-2010 14:53,0,6,1,93,0.272727273,14.61449275,821,0.401055085,0.719555732,0,0.499404998,1971,323,6.102167183,1285,9,95,386,87,109,0.0,150.75,13.41666667,161,39.5,0.0,10.04135206,17.05115607,2.416074704,0,0,0,False,0
KBC0054,0.0,0,0,0,0,0,0.0,8.688046647,520,0.288803557,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,89.91666667,3.7,37,28.41666667,0.0,8.445809248,17.55120424,0.096905104,0,0,0,False,0
ATF0274,0.0,0,0,0,0,0,0.0,8.750724638,504,0.495039482,0.616760517,0,0.455117589,0,0,0.0,0,0,0,0,0,0,0.0,89.33333333,1.0,3,33.75,0.0,7.193930636,17.29431599,0.086895441,0,0,0,False,0
LBH0942,8.61589404,03-01-2010 07:15,0,21,1,3,0.006622517,8.668141593,639,0.289311091,0.202399183,0,0.0,10889,453,24.03752759,7008,76,555,2235,501,514,0.0,91.375,1.25,5,27.9375,0.0,9.28062305,16.29896983,2.401908308,0,199,0,False,0
FSC0601,2.224561404,04-01-2010 11:28,0,5,1,21,0.073684211,13.66013072,662,0.443790465,0.204066986,0,0.478229665,653,204,3.200980392,413,3,32,121,41,43,0.0,150.5833333,17.0,187,33.25,0.0,8.165317215,16.72250086,1.044000774,0,0,18,False,1
ALD0544,0.0,0,0,0,0,0,0.0,8.687134503,478,0.405058043,0.702457085,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,89.0,2.0,12,24.83333333,0.0,7.989691715,18.00973025,0.13324164,0,0,0,False,0
DAG0558,0.0,0,0,0,0,0,0.0,8.696793003,496,0.501933645,0.353335568,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,88.5,4.0,40,28.25,0.0,9.004094412,18.00900771,0.136455352,0,0,0,False,0
OLF0504,0.0,0,0,0,0,0,0.0,14.58550725,823,0.439452652,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,153.1666667,11.72727273,129,37.25,0.0,8.198988439,17.30072254,0.093697209,0,0,0,False,0
FIR0920,0.0,0,0,0,0,0,0.0,8.687861272,507,0.347621001,0.768463074,180,0.494677312,0,0,0.0,0,0,0,0,0,0,0.0,88.75,11.0,132,22.0,7.0,9.817701215,18.51028917,2.954885797,5,0,93,False,0
CRO0027,0.0,0,0,0,0,0,0.0,8.802898551,469,0.42854171,0.545933487,0,0.493908462,0,0,0.0,0,0,0,0,0,0,0.0,93.58333333,8.363636364,92,25.0,0.0,11.20435791,17.86616409,2.599912341,8,2,12,False,0
OSH0655,0.0,0,0,0,0,0,0.0,2.947674419,257,0.379928315,0.408284024,204,0.0,0,0,0.0,0,0,0,0,0,0,0.0,27.0,1.25,5,15.5,6.0,9.242052023,21.26767823,0.128142668,0,0,0,False,0
CNE0352,0.0,0,0,0,0,0,0.0,17.19653179,896,0.367003714,0.202352941,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,180.6666667,3.727272727,41,24.0,0.0,7.977745665,17.01926782,0.122201721,0,0,0,False,0
FEB0306,1.569565217,04-01-2010 14:14,0,3,1,22,0.095652174,1.0,139,0.388990826,0.623100304,0,0.507598784,1157,222,5.211711712,759,9,55,224,60,50,0.0,9.333333333,1.0,1,7.666666667,0.0,11.18516667,17.13398923,2.515184401,0,0,72,False,0
LFS0071,0.0,0,0,0,0,0,0.0,8.846820809,562,0.453056332,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,89.5,6.8,68,32.75,0.0,7.970375723,18.02885356,0.109079977,0,0,0,False,0
NNS0059,0.0,0,0,0,0,0,0.0,8.791304348,537,0.455417833,0.648862512,18,0.0,0,0,0.0,0,0,0,0,0,0,0.0,88.41666667,9.916666667,119,31.5,2.2,7.981936416,19.02244701,0.127532539,0,0,0,False,0
DIB0081,3.080745342,04-01-2010 11:07,0,3,1,9,0.055900621,8.75308642,267,0.355107409,0.793370945,0,0.0,1580,161,9.813664596,1020,11,67,332,72,78,0.0,88.66666667,7.666666667,92,29.08333333,0.0,10.47829248,16.20188389,2.698011004,0,0,49,False,0
WIF0691,7.895953757,04-01-2010 09:36,16,9,1,103,0.297687861,8.733333333,515,0.509068924,0.202124129,35,0.0,8267,346,23.89306358,5257,46,427,1676,434,427,0.007983549,94.58333333,6.285714286,44,32.75,1.5,11.01676452,18.99184457,2.474695447,1,0,10,False,0
GHH0288,2.244514107,04-01-2010 09:04,0,4,1,23,0.072100313,1.0,129,0.34521576,0.654761905,0,0.494047619,1563,299,5.227424749,1004,7,85,303,80,84,0.0,9.333333333,2.0,10,5.833333333,0.0,9.575636689,17.29400234,2.376251706,9,2,47,False,0
OMS0101,0.0,0,0,0,0,0,0.0,8.734104046,521,0.470897332,0.338848445,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,88.91666667,4.9,49,37.83333333,0.0,7.249277456,17.25337187,0.143159511,0,0,0,False,0
UCH0519,0.0,0,0,0,0,0,0.0,2.920863309,213,0.263118995,0.314039409,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,26.91666667,1.333333333,8,12.83333333,0.0,8.95818399,17.0567503,0.09442772,0,0,0,False,0
BWP0202,1.252427184,05-01-2010 13:41,2,1,1,23,0.223300971,10.6173913,574,0.427594261,0.498771499,0,0.658476658,627,99,6.333333333,384,4,38,116,48,37,0.015948963,106.75,11.08333333,133,34.41666667,30.0,9.879266293,14.71312761,3.846717868,68,7,115,True,0
HFB0347,1.246753247,06-01-2010 07:41,0,2,1,18,0.233766234,2.95,209,0.421095008,0.215123859,0,0.0,1716,77,22.28571429,1106,9,93,326,90,92,0.0,27.25,0.0,0,13.41666667,0.0,7.232196969,18.26660354,0.128750342,0,7,0,False,0
SLP0762,0.0,0,0,0,0,0,0.0,2.921282799,244,0.463544754,0.359281437,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,27.25,1.5,3,16.91666667,0.0,8.499710983,16.50818882,0.143585039,0,0,0,False,0
WTR0563,0.0,0,0,0,0,0,0.0,8.697674419,510,0.350787482,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,88.5,2.0,14,30.0,0.0,8.941473988,18.05486513,0.093700338,0,0,0,False,0
MAE0331,0.0,0,0,0,0,0,0.0,2.970930233,254,0.40688019,0.359099804,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,27.33333333,1.2,6,13.83333333,0.0,7.196194605,18.2922447,0.10031738,0,0,0,False,0
KES0729,0.0,0,0,0,0,0,0.0,14.6180758,767,0.349823751,0.556441963,0,0.494615078,0,0,0.0,0,0,0,0,0,0,0.0,151.25,10.5,126,28.91666667,0.0,10.17108914,16.80132741,2.520218255,0,0,20,False,0
CUD0795,0.0,0,0,0,0,0,0.0,8.73699422,494,0.372772773,0.827654648,0,0.493218657,0,0,0.0,0,0,0,0,0,0,0.0,89.5,8.090909091,89,29.58333333,0.0,8.196387283,17.29619461,0.101948579,0,0,0,False,0
KKS0119,0.0,0,0,0,0,0,0.0,13.57681159,703,0.518834493,0.733561059,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,135.75,3.555555556,32,43.0,0.0,9.196338753,17.2745183,2.350629375,0,0,0,False,0
ACV0812,0.0,0,0,0,0,0,0.0,8.811594203,525,0.275231202,0.543092105,501,0.489473684,0,0,0.0,0,0,0,0,0,0,0.0,83.75,1.375,11,24.5,15.2,11.21587734,18.15054137,4.337788147,116,5,94,False,0
KSP0357,0.0,0,0,0,0,0,0.0,10.53164557,438,0.288514016,0.40224359,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,106.8333333,0.0,0,25.08333333,0.0,11.30245708,13.45864139,7.303295133,488,0,708,False,0
CLF0852,0.0,0,0,0,0,0,0.0,14.41618497,797,0.5038121,0.850040096,0,0.494987971,0,0,0.0,0,0,0,0,0,0,0.0,152.1666667,14.08333333,169,51.33333333,0.0,10.23007048,16.59922537,2.837174606,0,0,113,False,0
JBM0350,0.0,0,0,0,0,0,0.0,13.73410405,769,0.390366089,0.192340067,41,0.0,0,0,0.0,0,0,0,0,0,0,0.0,134.0,4.5,36,36.0,4.5,8.498250768,16.85324949,3.976603088,66,4,16,False,0
CSJ0340,0.0,0,0,0,0,0,0.0,2.956395349,266,0.492109877,0.350049164,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,27.58333333,1.0,2,14.91666667,0.0,7.234007707,18.26555877,0.122774663,0,0,0,False,0
HVF0067,2.115853659,04-01-2010 08:07,0,4,1,105,0.320121951,8.838150289,561,0.417489422,0.812295618,0,0.701111838,2023,320,6.321875,1318,18,101,374,98,114,0.0,84.16666667,6.363636364,70,30.08333333,0.0,10.06280263,17.77452885,2.466876895,0,0,16,False,0
BTN0061,0.0,0,0,0,0,0,0.0,8.760115607,493,0.341978287,0.772022435,33,0.493236556,0,0,0.0,0,0,0,0,0,0,0.0,89.41666667,6.1,61,24.91666667,1.0,10.81309563,18.49872106,3.297694914,8,0,86,False,0
KTG0091,0.0,0,0,0,0,0,0.0,8.672463768,474,0.502067825,0.34157754,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,90.16666667,1.75,7,25.5,0.0,7.445520231,15.55260116,0.094604877,0,0,0,False,0
MVF0594,0.0,0,0,0,0,0,0.0,1.0,129,0.510242086,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,9.25,1.0,5,7.75,0.0,8.455154143,18.54653179,0.098089275,0,0,0,False,0
XWD0923,2.224576271,04-01-2010 15:08,7,3,1,25,0.105932203,9.772,410,0.479462285,0.664347114,236,0.724928367,5915,236,25.06355932,3839,32,284,1147,292,321,0.037869822,88.91666667,3.3,33,37.0,7.5,10.45448757,19.54453333,2.399478703,0,0,0,False,0
HJS0072,1.529411765,04-01-2010 14:11,0,0,1,1,0.058823529,8.64,65,0.287671233,0.726851852,0,0.486111111,82,17,4.823529412,49,0,5,19,6,3,0.0,89.57142857,7.25,87,28.71428571,0.0,10.03500604,17.54283951,2.421091609,0,2,2,False,0
DDA0476,0.0,0,0,0,0,0,0.0,14.66569767,761,0.386878919,0.432507433,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,151.4166667,3.818181818,42,36.0,0.0,8.230298651,17.27032755,0.112730454,0,0,0,False,0
TJD0996,0.0,0,0,0,0,0,0.0,8.764534884,507,0.350719424,0.712769486,115,0.0,0,0,0.0,0,0,0,0,0,0,0.0,89.25,2.333333333,14,26.91666667,3.555555556,8.233959538,19.27235067,0.121525832,0,0,0,False,0
FUM0015,0.0,0,0,0,0,0,0.0,17.67052023,900,0.444046197,0.740595355,381,0.0,0,0,0.0,0,0,0,0,0,0,0.0,178.1666667,5.7,57,43.25,10.1,8.480154143,19.51859345,0.133246984,0,0,0,False,0
KJG0910,0.0,0,0,0,0,0,0.0,2.914705882,250,0.5021565,0.369323915,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,27.33333333,1.5,6,17.58333333,0.0,9.236319846,18.23983622,0.147853374,0,0,0,False,0
MHG0244,0.0,0,0,0,0,0,0.0,8.654069767,489,0.466419448,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,88.58333333,1.0,3,31.5,0.0,7.944075144,17.05500963,0.089033433,0,0,0,False,0
BSS0463,0.0,0,0,0,0,0,0.0,1.0,142,0.404255319,0.973134328,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,9.5,0.0,0,7.416666667,0.0,8.221060745,17.81867979,1.352413975,0,0,18,False,0
SHR0334,0.0,0,0,0,0,0,0.0,2.938953488,256,0.444577591,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,27.5,1.0,2,16.08333333,0.0,7.195472061,18.30202312,0.096619439,0,0,0,False,0
EMW0105,0.0,0,0,0,0,0,0.0,10.59883721,645,0.557778889,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,105.1666667,2.571428571,18,45.58333333,0.0,9.204142582,18.29055877,0.097985441,0,0,0,False,0
GDF0704,0.0,0,0,0,0,0,0.0,1.0,127,0.341911765,0.721893491,0,0.49704142,0,0,0.0,0,0,0,0,0,0,0.0,9.5,2.545454545,28,6.583333333,0.0,9.926125367,16.53114574,2.480903064,0,0,23,False,0
CCC0393,0.0,0,0,0,0,0,0.0,8.832369942,527,0.409236305,0.205497382,34,0.0,0,0,0.0,0,0,0,0,0,0,0.0,88.91666667,6.444444444,58,27.75,3.25,7.973265896,19.02740848,0.111087271,0,0,0,False,0
NHE0919,0.0,0,0,0,0,0,0.0,8.777456647,528,0.398228307,0.748106684,220,0.490945012,0,0,0.0,0,0,0,0,0,0,0.0,89.75,2.444444444,22,26.66666667,7.555555556,10.52218909,19.51498073,2.408295225,0,0,0,False,0
PTH0552,0.0,0,0,0,0,0,0.0,8.722543353,513,0.444288296,0.471504307,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,89.33333333,5.181818182,57,29.75,0.0,9.992756865,17.99624277,2.380094109,0,0,0,False,0
MCS0035,0.0,0,0,0,0,0,0.0,13.43930636,717,0.505796535,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,136.9166667,11.27272727,124,44.08333333,0.0,7.735452794,15.76199422,0.136479796,0,0,0,False,0
IJW0851,0.0,0,0,0,0,0,0.0,14.6115942,768,0.473037127,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,152.4166667,9.833333333,118,39.5,0.0,7.75871869,17.7550578,0.14825424,0,0,0,False,0
EZT0640,0.0,0,0,0,0,0,0.0,2.950581395,240,0.484023669,0.84137931,222,0.0,0,0,0.0,0,0,0,0,0,0,0.0,26.91666667,1.5,6,18.58333333,6.727272727,12.15686638,20.14813578,3.236011481,30,0,118,False,0
ADF0397,0.0,0,0,0,0,0,0.0,8.780346821,526,0.483644391,0.204410797,42,0.0,0,0,0.0,0,0,0,0,0,0,0.0,89.25,6.444444444,58,31.16666667,1.0,7.987235067,19.01411368,0.133905889,0,0,0,False,0
WTF0387,0.0,0,0,0,0,0,0.0,8.794202899,538,0.441456016,0.368160844,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,89.25,0.0,0,31.83333333,0.0,7.986801541,16.01806358,0.130787954,0,0,0,False,0
WRM0963,0.0,0,0,0,0,0,0.0,1.0,100,0.445229682,0.708333333,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,9.666666667,1.375,11,8.0,0.0,9.329374143,15.86498799,2.465006024,0,0,11,False,0
KLH0596,6.333333333,01-02-2011 21:16,18,0,1,0,0.0,1.0,128,0.374727669,0.304659498,0,0.523297491,53,2,26.5,35,0,3,11,4,0,1.0,9.416666667,1.0,4,7.583333333,0.0,8.589004157,18.35432445,1.097614997,2,1,0,False,1
FOB0756,1.183206107,06-01-2010 09:01,0,1,1,22,0.167938931,2.957142857,302,0.537882589,0.526570048,0,0.495974235,165,54,3.055555556,101,1,10,37,9,7,0.0,28.0,0.0,0,19.73333333,0.0,10.78449165,15.61023026,2.480536978,0,159,142,False,0
MSZ0310,0.0,0,0,0,0,0,0.0,14.52463768,770,0.501157266,0.368389543,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,153.6666667,8.727272727,96,46.16666667,0.0,7.70322736,15.79672447,0.095637643,0,0,0,False,0
HVB0037,0.0,0,0,0,0,0,0.0,13.56716418,818,0.466666667,0.18793546,0,0.493949395,0,0,0.0,0,0,0,0,0,0,0.0,136.9333333,8.0,120,37.86666667,0.0,7.704962779,15.79921423,0.093479614,0,52,0,False,0
KDS0349,0.0,0,0,0,0,0,0.0,13.71387283,738,0.498654364,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,132.75,3.0,27,38.16666667,0.0,7.979576108,16.02157996,0.126116323,0,0,0,False,0
CEB0210,0.0,0,0,0,0,0,0.0,13.47953216,746,0.413189417,0.365943601,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,135.3333333,4.818181818,53,35.91666667,0.0,7.729624277,15.76165703,0.125191847,0,0,0,False,0
ETR0177,0.0,0,0,0,0,0,0.0,10.75652174,596,0.336011807,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,108.0833333,1.5,3,25.41666667,0.0,8.741811175,18.75602119,0.13763143,0,0,0,False,0
YEV0793,0.0,0,0,0,0,0,0.0,8.735465116,512,0.424687878,0.409650582,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,89.08333333,3.75,45,33.33333333,0.0,8.21083815,17.28771676,0.100219907,0,0,0,False,0
VMJ0147,0.0,0,0,0,0,0,0.0,13.65507246,708,0.418595679,0.82360433,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,133.5,9.5,114,34.16666667,0.0,8.477601156,18.53598266,0.116822092,0,0,0,False,0
CBG0490,0.0,0,0,0,0,0,0.0,14.57681159,761,0.425596319,0.364684828,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,151.5833333,14.33333333,172,34.66666667,0.0,8.21734104,17.27716763,0.108248512,0,0,0,False,0
ASM0575,0.0,0,0,0,0,0,0.0,1.0,129,0.426470588,0.857575758,0,0.496969697,0,0,0.0,0,0,0,0,0,0,0.0,9.25,0.0,0,7.666666667,0.0,10.56461755,18.53376686,2.426614598,0,0,0,False,0
GTD0219,4.059322034,04-01-2010 03:39,241,1,291,27,0.228813559,10.69491525,228,0.579452712,0.558637084,0,0.492868463,1281,111,11.54054054,830,5,56,254,72,64,0.471506635,108.0,8.75,105,42.33333333,0.0,11.06728968,13.16793878,7.419121232,257,0,370,True,1
PIS0522,0.0,0,0,0,0,0,0.0,2.906432749,255,0.46801968,0.786720322,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,27.5,1.375,11,17.66666667,0.0,11.18293272,16.18143594,2.500224562,0,0,85,False,0
AKW0167,0.0,0,0,0,0,0,0.0,10.7122093,668,0.421766457,0.214925373,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,108.3333333,6.166666667,74,35.83333333,0.0,7.705154143,15.79985549,0.09522374,0,0,0,False,0
TYB0779,0.0,0,0,0,0,0,0.0,2.908823529,262,0.34617775,0.839231547,0,0.500505561,0,0,0.0,0,0,0,0,0,0,0.0,27.16666667,0.0,0,15.41666667,0.0,10.51127345,16.52124277,2.400744888,0,0,0,False,0
BJH0354,0.0,0,0,0,0,0,0.0,13.66184971,705,0.258337609,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,134.25,3.7,37,32.58333333,0.0,8.230828516,17.27601156,0.124883794,0,0,0,False,0
GJD0298,0.0,0,0,0,0,0,0.0,1.0,133,0.470054446,0.876106195,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,9.333333333,1.0,1,7.916666667,0.0,8.953082851,18.04267823,0.101962079,0,0,0,False,0
CTA0020,8.604046243,04-01-2010 11:20,0,12,1,2,0.005780347,10.55072464,598,0.449817215,0.586538462,0,0.710164835,606,193,3.139896373,389,2,32,135,22,26,0.0,101.9166667,2.166666667,13,32.75,0.0,10.17788776,17.79628706,2.587573418,0,0,25,False,0
KNB0022,0.0,0,0,0,0,0,0.0,10.56811594,574,0.411735372,0.410861218,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,109.1666667,2.25,9,34.0,0.0,7.454479769,15.54735067,0.098147096,0,0,0,False,0
PKB0429,0.0,0,0,0,0,0,0.0,8.75942029,529,0.491675025,0.329252151,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,89.08333333,1.375,11,32.16666667,0.0,7.950915221,17.05289017,0.097033108,0,0,0,False,0
MMG0943,0.0,0,0,0,0,0,0.0,8.743440233,506,0.382347001,0.794264755,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,90.25,3.2,32,34.58333333,0.0,7.78081362,14.55690323,1.736182916,0,0,119,False,0
KAT0270,0.0,0,0,0,0,0,0.0,8.826086957,531,0.53287616,0.817405583,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,89.25,3.166666667,19,33.66666667,0.0,7.22172447,17.26315029,0.126201586,0,0,0,False,0
CLS0296,0.0,0,0,0,0,0,0.0,1.0,140,0.355670103,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,10.0,1.4,7,8.363636364,0.0,8.985500963,18.00409441,0.132955828,0,0,0,False,0
AIB0948,8.641618497,04-01-2010 07:20,0,17,1,3,0.00867052,1.0,146,0.436594203,0.201219512,0,0.515243902,1669,314,5.315286624,1065,8,82,346,81,87,0.0,9.583333333,1.0,5,8.333333333,0.0,9.302017169,14.60685503,2.502623353,0,0,120,False,0
