user,avg_daily_device_connections,first_use_date,late_hour_device_use,missing_disconnects,distinct_pcs_used,above_avg_daily_counter,ratio_of_above_avg_days,emails_sent_per_day,unique_recipients_count,external_emails_ratio,attachment_count_avg,emails_sent_off_hours,bcc_usage_rate,total_files_copied,active_days,avg_files_copied_per_day,filetype_doc,filetype_exe,filetype_jpg,filetype_pdf,filetype_txt,filetype_zip,after_hours_file_copy_ratio,avg_urls_per_day,avg_malicious_urls_per_day,total_malicious_urls,avg_distinct_domains_per_day,avg_after_hours_browsing_per_day,avg_logon_time_hours,avg_logoff_time_hours,logon_std_dev_hours,after_hours_logons,weekend_logons,logons_on_other_user_pcs,malicious
FOB0756,1.183206106870229,2010-01-06 09:01:53,0.0,1.0,1.0,22.0,0.1679389312977099,2.9571428571428573,302,0.537882589061716,0.5265700483091788,0,0.4959742351046698,165.0,54.0,3.055555555555556,101.0,1.0,10.0,37.0,9.0,7.0,0.0,28.0,0.0,0.0,19.73333333333333,0.0,10.784491654444444,15.610230256666666,2.4805369783333333,0.0,159.0,142.0,0
GCS0571,1.1794871794871795,2010-01-05 18:06:18,0.0,1.0,1.0,21.0,0.1794871794871795,1.0,128,0.2725598526703499,0.1957831325301204,0,0.4909638554216867,564.0,107.0,5.271028037383178,364.0,8.0,32.0,108.0,23.0,29.0,0.0,9.5,1.0,4.0,6.833333333333333,0.0,10.583520579166668,18.33033271416667,2.477182457777777,0.0,0.0,13.0,0
GZC0735,1.4703703703703703,2010-01-04 14:01:50,0.0,2.0,1.0,25.0,0.0925925925925925,14.654135338345863,872,0.2945219745886274,0.599281682914315,0,0.0,304.0,122.0,2.4918032786885247,183.0,4.0,18.0,57.0,13.0,29.0,0.0,146.14285714285714,7.214285714285714,101.0,32.42857142857143,0.0,10.349617755833332,16.206137485833334,2.5528743447222224,0.0,90.0,96.0,0
HCL0651,2.0559006211180124,2010-01-04 11:08:33,109.0,4.0,1.0,94.0,0.2919254658385093,2.956395348837209,240,0.5416916616676665,0.5427728613569321,195,0.0,723.0,220.0,3.286363636363636,451.0,5.0,49.0,142.0,36.0,40.0,0.1756569847856154,26.83333333333333,1.0,3.0,16.833333333333332,6.545454545454546,11.3450802275,20.76340352444444,2.5032682613888886,3.0,0.0,26.0,0
HDH0928,2.1459627329192545,2010-01-04 09:40:15,10.0,5.0,1.0,28.0,0.0869565217391304,8.794797687861271,551,0.3248598879103282,0.7932960893854749,197,0.4958922116332566,1577.0,303.0,5.204620462046204,1004.0,11.0,56.0,332.0,86.0,88.0,0.0177552314521242,88.5,2.0,2.0,26.5,7.363636363636363,8.458863198333333,19.54450867027778,0.1009940538888889,0.0,0.0,0.0,0
HDS0367,4.0,2010-01-04 23:34:44,702.0,6.0,613.0,67.0,0.1964809384164222,10.540697674418604,632,0.4994973190348525,0.7622724765581909,0,0.0,3406.0,318.0,10.71069182389937,2167.0,24.0,171.0,684.0,178.0,182.0,0.4958896065766295,107.16666666666669,2.888888888888889,26.0,35.083333333333336,0.0,11.489185129166668,13.385202495833331,6.874336967777778,741.0,0.0,1034.0,0
HPH0075,7.871287128712871,2010-01-02 07:59:11,0.0,15.0,1.0,116.0,0.2871287128712871,18.40346534653465,1048,0.4324280104712042,0.6090114324142569,0,0.5007397444519166,9323.0,404.0,23.07673267326733,5949.0,57.0,494.0,1863.0,479.0,481.0,0.0,169.8,5.769230769230769,75.0,42.6,0.0,10.039630913611113,17.0508250825,2.442088412222222,0.0,105.0,0.0,0
HRL0540,8.627906976744185,2010-01-04 12:05:23,592.0,12.0,1.0,6.0,0.0174418604651162,8.686046511627907,553,0.4750871437359032,0.5759705488621151,779,0.5043507362784472,1777.0,318.0,5.588050314465409,1165.0,12.0,88.0,339.0,77.0,96.0,0.2228474957794035,93.16666666666669,4.3,43.0,27.08333333333333,21.27272727272728,11.550166753055557,21.14526430055556,2.808307698611111,15.0,0.0,25.0,0
ICH0294,2.0619195046439627,2010-01-04 17:34:55,0.0,6.0,1.0,91.0,0.2817337461300309,1.0,142,0.5091575091575091,0.7940298507462686,0,0.4925373134328358,2509.0,319.0,7.865203761755485,1648.0,21.0,128.0,462.0,127.0,123.0,0.0,9.25,1.2,6.0,8.25,0.0,10.01642709138889,17.340989380833335,2.412518640277778,0.0,0.0,83.0,0
IJM0444,1.516260162601626,2010-01-04 12:51:16,0.0,5.0,1.0,24.0,0.0975609756097561,8.695652173913043,518,0.3535787321063394,0.7003333333333334,0,0.5076666666666667,1840.0,241.0,7.634854771784233,1162.0,19.0,89.0,378.0,95.0,97.0,0.0,89.08333333333333,1.5,9.0,23.83333333333333,33.0,10.360760885833333,15.57905636388889,2.8560774605555554,11.0,1.0,120.0,0
IUB0565,2.205357142857143,2010-01-04 09:07:30,0.0,2.0,1.0,21.0,0.09375,8.790598290598291,394,0.3695260947810438,0.4331550802139037,0,0.0,503.0,154.0,3.2662337662337664,332.0,6.0,28.0,91.0,21.0,25.0,0.0,89.0,5.5,55.0,30.0,0.0,8.96517094,18.04366096861111,0.0917762730555555,0.0,0.0,0.0,1
JCG0316,2.191823899371069,2010-01-04 10:50:50,0.0,7.0,1.0,20.0,0.0628930817610062,14.410404624277456,792,0.4619158591929351,0.5940633774568793,0,0.4925792218210991,2161.0,315.0,6.86031746031746,1389.0,11.0,111.0,415.0,109.0,126.0,0.0,153.75,12.333333333333334,148.0,41.91666666666666,0.0,9.97649561,14.665948235,2.488436600833333,0.0,0.0,123.0,0
JHP0583,2.144356955380577,2010-01-04 09:23:41,4.0,5.0,1.0,126.0,0.3307086614173228,1.0,149,0.3675078864353312,0.8102564102564103,0,0.517948717948718,1589.0,341.0,4.659824046920821,1018.0,12.0,83.0,304.0,83.0,89.0,0.0069225928256765,9.4,1.0,3.0,8.066666666666666,2.0,10.892672267777778,16.772076104722224,3.3142601166666665,41.0,111.0,89.0,0
JJM0203,2.206185567010309,2010-01-04 09:39:47,0.0,2.0,1.0,18.0,0.0927835051546391,8.933333333333334,344,0.3754087638979725,0.7142857142857143,0,0.0,425.0,131.0,3.2442748091603053,271.0,0.0,19.0,80.0,29.0,26.0,0.0,89.33333333333333,10.545454545454543,116.0,30.416666666666668,0.0,9.50621658777778,16.242142705555555,2.6621324477777777,0.0,0.0,51.0,1
JLM0364,2.0,2011-04-28 16:03:12,1.0,0.0,2.0,0.0,0.0,10.62162162162162,602,0.3272128875801143,0.2162849872773536,0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,108.08333333333331,1.0,1.0,28.666666666666668,0.0,11.010632715833337,13.194005158055557,7.362488425833333,700.0,0.0,977.0,1
JMB0308,2.0,2010-07-12 18:39:10,6.0,0.0,1.0,1.0,0.25,14.398692810457517,421,0.4433807439824945,0.3772128915115751,0,0.0,10.0,1.0,10.0,5.0,0.0,2.0,2.0,1.0,0.0,0.8,153.5,14.083333333333334,169.0,33.416666666666664,0.0,7.776353503055555,15.610601556944443,1.5182381938888887,3.0,0.0,0.0,1
JMD0520,2.068535825545171,2010-01-04 09:14:03,8.0,13.0,1.0,99.0,0.308411214953271,2.941690962099125,247,0.3642987249544626,0.5887016848364718,0,0.4955401387512388,1893.0,311.0,6.086816720257235,1225.0,13.0,101.0,366.0,73.0,115.0,0.0137348124669836,26.75,1.0,4.0,15.166666666666666,0.0,11.137385948055556,15.904680685277777,3.0602631788888885,25.0,2.0,49.0,0
JNJ0556,8.679190751445086,2010-01-04 09:27:01,0.0,11.0,1.0,2.0,0.0057803468208092,8.721739130434782,539,0.4592502037489812,0.5134596211365903,0,0.4370222665337321,7977.0,346.0,23.05491329479769,5104.0,54.0,429.0,1609.0,386.0,395.0,0.0,89.5,1.6,16.0,29.666666666666668,0.0,8.950628019166667,18.06184971083333,0.0880657702777777,0.0,0.0,0.0,0
JTM0223,2.0,2010-07-22 15:09:55,1.0,0.0,2.0,0.0,0.0,10.635714285714286,304,0.4894409937888199,0.6682337139019476,0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,109.0909090909091,9.6,96.0,31.09090909090909,0.0,11.062765894166668,12.8555877425,6.617462440277778,312.0,0.0,486.0,1
KMW0545,1.205607476635514,2010-01-15 17:34:14,0.0,1.0,1.0,20.0,0.1869158878504672,8.793604651162791,522,0.4280876494023904,0.6079338842975207,0,0.4895867768595041,493.0,100.0,4.93,325.0,1.0,22.0,86.0,29.0,30.0,0.0,84.66666666666667,1.4444444444444444,13.0,31.58333333333333,0.0,10.027309894166669,18.00708092472222,2.3886492063888887,0.0,0.0,0.0,0
LDG0459,1.256,2010-01-04 08:33:18,0.0,2.0,1.0,29.0,0.232,1.0,131,0.4509090909090909,0.6174698795180723,0,0.4819277108433735,480.0,103.0,4.660194174757281,309.0,3.0,24.0,88.0,31.0,25.0,0.0,9.25,0.0,0.0,7.583333333333333,0.0,10.408018985277778,17.110550446944444,2.7274227302777776,0.0,0.0,89.0,0
LJR0523,1.2,2010-07-29 21:41:14,5.0,0.0,1.0,1.0,0.2,2.926829268292683,147,0.5498059508408797,0.8104166666666667,0,0.0,3.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,27.166666666666668,1.3333333333333333,4.0,16.416666666666668,0.0,8.930929738333333,16.685048732777776,1.2464270225,4.0,2.0,0.0,1
LJT0817,2.059748427672956,2010-01-04 08:41:56,66.0,7.0,1.0,86.0,0.270440251572327,8.765217391304347,533,0.3827922724556861,0.7509920634920635,443,0.0,1927.0,306.0,6.2973856209150325,1251.0,15.0,104.0,365.0,99.0,93.0,0.1152049818370524,88.83333333333333,0.0,0.0,31.83333333333333,13.454545454545457,10.592677360277778,19.88505308305556,2.537543670555556,1.0,0.0,36.0,0
LOM0086,2.2,2010-01-04 09:18:28,0.0,2.0,1.0,9.0,0.0692307692307692,8.711267605633802,226,0.4260651629072681,0.5060630557801131,0,0.5109135004042037,438.0,105.0,4.171428571428572,283.0,2.0,29.0,79.0,25.0,20.0,0.0,89.83333333333333,9.909090909090908,109.0,34.833333333333336,0.0,9.787069716666666,16.59438208611111,2.408587712777778,0.0,0.0,5.0,0
MLM0950,2.1739130434782608,2010-01-03 11:39:06,1.0,6.0,1.0,25.0,0.0639386189258312,1.0,144,0.5375552282768777,0.7351485148514851,0,0.5198019801980198,2752.0,385.0,7.148051948051948,1808.0,20.0,141.0,503.0,146.0,134.0,0.0007267441860465,9.533333333333331,1.1428571428571428,8.0,8.0,3.0,9.40899272472222,15.3483737175,2.6883079725,9.0,153.0,78.0,0
MSO0222,2.0,2010-12-09 15:22:41,1.0,0.0,2.0,0.0,0.0,10.652719665271968,468,0.3254705742196807,0.0,0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,108.5,13.666666666666666,164.0,27.83333333333333,0.0,10.910452923888888,13.063861988055557,7.480455678611111,512.0,0.0,709.0,1
NOB0181,1.527536231884058,2010-01-02 16:02:15,0.0,7.0,1.0,26.0,0.0753623188405797,2.9106382978723406,299,0.4330497089117778,0.5760233918128655,0,0.5,1703.0,316.0,5.389240506329114,1100.0,4.0,85.0,344.0,104.0,66.0,0.0,25.88235294117647,2.0,26.0,15.647058823529411,0.0,9.66663400388889,17.400364035,2.763205117777778,0.0,245.0,94.0,0
PMV0850,1.5161290322580645,2010-01-04 18:57:35,5.0,4.0,1.0,20.0,0.0806451612903225,1.0,146,0.4625,0.2088235294117647,19,0.4941176470588235,490.0,148.0,3.310810810810811,305.0,4.0,19.0,107.0,27.0,28.0,0.0387755102040816,9.363636363636363,1.0,1.0,8.272727272727273,1.25,11.073106474444444,19.260437191944444,3.118175241111111,18.0,0.0,60.0,0
PNH0761,1.3444444444444446,2010-01-05 09:14:18,1.0,0.0,1.0,29.0,0.3222222222222222,2.9005847953216373,253,0.5168815224063843,0.252016129032258,0,0.5110887096774194,2106.0,90.0,23.4,1357.0,11.0,109.0,415.0,93.0,121.0,0.0009496676163342,25.5,1.1666666666666667,7.0,17.166666666666668,0.0,8.980943805833334,15.080961685555556,3.247910075,42.0,4.0,38.0,0
QRM0739,8.638728323699421,2010-01-04 11:20:58,0.0,16.0,1.0,5.0,0.0144508670520231,15.652173913043478,822,0.335175369347017,0.5805555555555556,0,0.0,8401.0,346.0,24.28034682080925,5385.0,59.0,430.0,1666.0,456.0,405.0,0.0,152.66666666666666,1.2,6.0,23.166666666666668,0.0,8.347744292222222,16.88527245027778,1.5676948230555556,0.0,0.0,19.0,0
RDT0424,1.5341880341880345,2010-01-04 14:15:01,0.0,8.0,1.0,23.0,0.0982905982905982,8.730434782608695,499,0.4069981583793738,0.5826693227091634,0,0.7207835325365206,464.0,152.0,3.0526315789473686,288.0,2.0,29.0,100.0,27.0,18.0,0.0,89.33333333333333,3.4285714285714284,24.0,24.416666666666668,0.0,10.307864331666666,17.26635832,2.7508779119444444,0.0,0.0,72.0,0
RGG0064,1.5,2010-10-18 20:01:08,6.0,0.0,1.0,1.0,0.25,8.558558558558559,338,0.3718318896374719,0.8215789473684211,0,0.0,12.0,1.0,12.0,7.0,0.0,0.0,4.0,1.0,0.0,1.0,90.83333333333331,1.0,2.0,32.083333333333336,0.0,9.35454488777778,15.13563176,2.612659416388889,3.0,0.0,0.0,1
RHO0732,2.123076923076923,2010-01-04 08:23:20,15.0,6.0,1.0,23.0,0.0707692307692307,14.53623188405797,768,0.3172179813401187,0.5242273180458624,0,0.7373878364905284,855.0,236.0,3.6228813559322033,565.0,5.0,50.0,141.0,53.0,41.0,0.0222222222222222,152.83333333333334,3.909090909090909,43.0,32.75,31.5,10.729615962777778,14.62737920472222,3.804448933611111,62.0,3.0,128.0,0
RMW0542,2.52027027027027,2010-01-04 15:37:08,0.0,3.0,1.0,21.0,0.1418918918918918,8.7875,285,0.4846153846153846,0.0,0,0.0,330.0,99.0,3.333333333333333,210.0,3.0,12.0,61.0,25.0,19.0,0.0,90.08333333333331,3.6666666666666665,22.0,31.33333333333333,0.0,7.978157349722222,18.022463768055555,0.1327361105555555,0.0,0.0,0.0,1
RNP0211,3.128279883381924,2010-01-04 08:08:04,0.0,17.0,1.0,23.0,0.0670553935860058,13.479768786127169,716,0.4195813288259004,0.7326329331046312,0,0.0,2638.0,343.0,7.690962099125365,1711.0,15.0,140.0,493.0,150.0,129.0,0.0,137.41666666666666,1.8,9.0,29.83333333333333,0.0,9.83556888888889,15.75447976861111,2.424052561944445,0.0,0.0,0.0,0
RRC0553,1.5,2010-01-02 08:25:18,0.0,1.0,1.0,4.0,0.074074074074074,8.881578947368421,150,0.3782108060230292,0.2014814814814814,0,0.5111111111111111,1342.0,54.0,24.85185185185185,859.0,10.0,67.0,253.0,76.0,77.0,0.0,90.14285714285714,6.846153846153846,89.0,32.285714285714285,0.0,9.961485596666666,17.995616883055558,2.35472653,0.0,23.0,1.0,0
RSC0089,7.934246575342466,2010-01-04 08:28:33,41.0,16.0,1.0,106.0,0.2904109589041095,8.789041095890411,566,0.4408866995073892,0.5913341645885287,0,0.0,865.0,238.0,3.634453781512605,568.0,8.0,43.0,155.0,37.0,54.0,0.0196531791907514,85.16666666666667,6.909090909090909,76.0,34.916666666666664,0.0,10.226595432777778,14.644774143055557,3.4992072769444444,54.0,37.0,109.0,0
SJO0209,1.1666666666666667,2010-01-07 12:45:25,0.0,2.0,1.0,19.0,0.1666666666666666,13.565340909090908,721,0.3658097686375321,0.7832460732984293,0,0.4973821989528796,372.0,94.0,3.9574468085106393,241.0,1.0,18.0,67.0,23.0,22.0,0.0,136.0,6.0,72.0,31.416666666666668,0.0,10.033635826944444,14.741319737222222,2.5299231902777777,0.0,0.0,121.0,0
THR0873,7.92485549132948,2010-01-04 08:26:22,18.0,18.0,1.0,101.0,0.291907514450867,14.627906976744184,806,0.4754712421459642,0.6850158982511924,0,0.0,8525.0,346.0,24.63872832369942,5452.0,58.0,426.0,1716.0,443.0,430.0,0.0063343108504398,159.58333333333334,12.0,144.0,47.25,41.0,8.0431576575,17.26215165138889,2.260527488055556,15.0,1.0,8.0,0
VCC0396,2.198776758409786,2010-01-04 10:04:21,2.0,5.0,1.0,30.0,0.091743119266055,8.756521739130434,546,0.5119935496875629,0.8047004303210857,51,0.4971863621317444,1616.0,299.0,5.404682274247492,1052.0,9.0,81.0,314.0,81.0,79.0,0.0018564356435643,89.33333333333333,3.2,32.0,39.75,1.6666666666666667,10.213073065833331,17.07528598472222,3.4570453125,44.0,3.0,49.0,0
VMJ0546,2.188271604938272,2010-01-04 16:58:55,0.0,8.0,1.0,24.0,0.074074074074074,8.767441860465116,498,0.4419911682055399,0.8126657824933687,0,0.4937002652519894,3373.0,324.0,10.410493827160494,2158.0,22.0,200.0,648.0,168.0,177.0,0.0,90.0,4.3,43.0,32.0,0.0,10.006500270555554,18.037572254166665,2.3990420825000003,0.0,0.0,0.0,0
WDD0366,1.5,2011-02-22 23:15:19,6.0,0.0,1.0,0.0,0.0,10.540983606557376,589,0.466704610130905,0.5405909797822706,0,0.5013996889580093,6.0,2.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,107.5,3.5,35.0,32.166666666666664,0.0,11.45446340972222,13.322558335555556,6.784242373055555,638.0,0.0,906.0,1
WIF0691,7.895953757225434,2010-01-04 09:36:29,16.0,9.0,1.0,103.0,0.2976878612716763,8.733333333333333,515,0.5090689238210399,0.202124128775307,35,0.0,8267.0,346.0,23.893063583815028,5257.0,46.0,427.0,1676.0,434.0,427.0,0.0079835490504415,94.58333333333331,6.285714285714286,44.0,32.75,1.5,11.01676452,18.991844569166663,2.474695447222222,1.0,0.0,10.0,0
WIQ0567,1.5226480836236933,2010-01-03 10:27:49,0.0,7.0,1.0,27.0,0.0940766550522648,8.809090909090909,591,0.3436220472440945,0.7285861713106295,0,0.7198142414860681,1955.0,283.0,6.908127208480566,1236.0,9.0,98.0,403.0,99.0,110.0,0.0,90.4375,3.6,36.0,32.125,0.0,11.039314953888889,18.05041478111111,2.415997886111111,0.0,174.0,0.0,0
AAV0450,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,138,0.4347826086956521,0.3720238095238095,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.416666666666666,0.0,0.0,8.083333333333334,0.0,7.983766859166667,18.018641618333334,0.1231326408333333,0.0,0.0,0.0,0
AHC0142,0.0,0,0.0,0.0,0.0,0.0,0.0,8.830287206266318,549,0.4045871559633027,0.5452395032525134,0,0.5047309284447072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.92857142857144,1.25,5.0,31.642857142857142,0.0,9.476379322777778,16.590925087777777,2.501459693611112,0.0,66.0,56.0,0
AJL0462,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,139,0.358974358974359,0.5355029585798816,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.416666666666666,1.0,2.0,7.083333333333333,1.0,10.055378323055557,16.910836969166667,3.1961761625,33.0,2.0,0.0,0
