user,avg_daily_device_connections,first_use_date,late_hour_device_use,missing_disconnects,distinct_pcs_used,above_avg_daily_counter,ratio_of_above_avg_days,emails_sent_per_day,unique_recipients_count,external_emails_ratio,attachment_count_avg,emails_sent_off_hours,bcc_usage_rate,total_files_copied,active_days,avg_files_copied_per_day,filetype_doc,filetype_exe,filetype_jpg,filetype_pdf,filetype_txt,filetype_zip,after_hours_file_copy_ratio,avg_urls_per_day,avg_malicious_urls_per_day,total_malicious_urls,avg_distinct_domains_per_day,avg_after_hours_browsing_per_day,avg_logon_time_hours,avg_logoff_time_hours,logon_std_dev_hours,after_hours_logons,weekend_logons,logons_on_other_user_pcs,potential_threat,malicious
SES0477,0.0,0,0,0,0,0,0.0,14.50724638,757,0.307316477,0.775424575,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,152.0833333,11.08333333,133,26.0,0.0,10.23275322,17.29219653,2.372820951,0,0,0,False,0
AJL0462,0.0,0,0,0,0,0,0.0,1.0,139,0.358974359,0.535502959,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,8.416666667,1.0,2,7.083333333,1.0,10.05537832,16.91083697,3.196176163,33,2,0,False,0
QPM0727,0.0,0,0,0,0,0,0.0,14.42485549,781,0.43963721,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,152.8333333,5.454545455,60,35.25,0.0,7.955876686,17.04585742,0.101188519,0,0,0,False,0
BRM0995,8.592485549,04-01-2010 09:19,538,14,1,3,0.00867052,8.874635569,503,0.422437673,0.546977661,571,0.507555848,590,177,3.333333333,380,3,29,117,31,30,0.208474576,93.25,4.0,40,32.0,18.18181818,11.55362323,21.06628686,2.792258821,14,0,27,True,0
ABC0253,0.0,0,0,0,0,0,0.0,8.764534884,514,0.437436419,0.208291874,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,91.58333333,9.1,91,37.25,0.0,9.778924905,16.75178227,2.406333154,0,0,0,False,0
MCT0720,0.0,0,0,0,0,0,0.0,1.0,126,0.394545455,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,9.583333333,1.5,9,7.25,0.0,7.752312139,16.75640655,0.13952802,0,0,0,False,0
GTD0116,0.0,0,0,0,0,0,0.0,13.62028986,684,0.268982438,0.203234731,960,0.438178336,0,0,0.0,0,0,0,0,0,0,0.0,132.75,4.3,43,33.16666667,29.18181818,9.235260116,21.27456647,0.141408192,0,0,0,False,0
GTD0898,0.0,0,0,0,0,0,0.0,2.915697674,243,0.482100239,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,27.33333333,1.4,7,19.25,0.0,9.231117534,18.26902697,0.118904976,0,0,0,False,0
NAB0903,0.0,0,0,0,0,0,0.0,3.08115942,285,0.556156156,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,27.16666667,2.5,25,19.33333333,0.0,9.216377649,18.277842,0.115678687,0,0,0,False,0
BCM0653,0.0,0,0,0,0,0,0.0,2.95942029,263,0.550883608,0.204701273,229,0.0,0,0,0.0,0,0,0,0,0,0,0.0,27.08333333,1.3,13,19.66666667,7.181818182,9.210741811,21.28858382,0.11016484,0,0,0,False,0
GCC0744,0.0,0,0,0,0,0,0.0,14.63294798,804,0.472773475,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,151.1666667,4.444444444,40,38.33333333,0.0,7.951396917,17.05226397,0.092655272,0,0,0,False,0
SAT0194,0.0,0,0,0,0,0,0.0,10.57681159,560,0.446844132,0.34201151,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,106.9166667,4.636363636,51,33.66666667,0.0,8.229527938,18.25621387,0.129046305,0,0,0,False,0
GRM0868,0.0,0,0,0,0,0,0.0,14.67630058,783,0.40522486,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,153.1666667,19.08333333,229,40.5,0.0,7.714499036,17.77837187,0.121885177,0,0,0,False,0
BTL0226,2.0,06-10-2010 05:12,7,0,1,1,0.25,8.82464455,364,0.415359477,0.523093448,11,0.497851772,4,2,2.0,2,0,1,1,0,0,1.0,88.83333333,4.75,38,26.75,1.666666667,10.1596798,18.40587367,2.885363867,5,0,23,False,1
AKK0329,0.0,0,0,0,0,0,0.0,2.956140351,242,0.573389021,0.685459941,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,27.58333333,2.25,9,20.66666667,0.0,7.226396917,18.27042389,0.127575147,0,0,0,False,0
AJD0074,1.271186441,05-01-2010 14:19,0,6,1,26,0.220338983,9.795336788,595,0.457805907,0.567045755,0,0.508331129,515,106,4.858490566,345,2,29,94,30,15,0.0,108.9285714,1.0,4,35.28571429,0.0,9.183441111,15.38467675,2.563865038,0,74,65,False,0
JLW0053,0.0,0,0,0,0,0,0.0,13.63294798,750,0.307414105,0.0,47,0.0,0,0,0.0,0,0,0,0,0,0,0.0,134.25,3.285714286,23,25.16666667,3.0,7.944749518,19.04759152,0.096503535,0,0,0,False,0
TPH0474,0.0,0,0,0,0,0,0.0,1.141176471,173,0.386712095,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,9.5,0.0,0,7.0,0.0,7.947109826,18.04354528,0.100456267,0,0,0,False,0
KRV0372,0.0,0,0,0,0,0,0.0,10.72543353,628,0.498601284,0.649420641,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,105.5833333,3.333333333,30,38.91666667,0.0,11.33849764,13.45568203,7.460690332,758,0,1064,False,0
ABC0174,2.276595745,02-01-2010 14:05,0,8,1,27,0.095744681,14.41836735,682,0.494654312,0.231422505,0,0.740504836,589,187,3.14973262,377,3,24,115,34,36,0.0,154.8,12.71428571,178,43.4,0.0,9.77757661,15.80433559,2.416072988,0,83,0,False,1
XHG0902,0.0,0,0,0,0,0,0.0,2.95335277,261,0.462275449,0.484698914,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,27.0,1.444444444,13,18.0,0.0,9.207803468,18.28174374,0.109375884,0,0,0,False,0
RAH0440,0.0,0,0,0,0,0,0.0,8.765217391,483,0.467450821,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,88.58333333,3.4,17,27.5,0.0,7.993930636,17.0022158,0.138725843,0,0,0,False,0
DJS0682,0.0,0,0,0,0,0,0.0,8.704347826,504,0.459851077,0.0,27,0.0,0,0,0.0,0,0,0,0,0,0,0.0,88.25,1.5,6,34.83333333,1.0,8.986030828,19.02201349,0.120896198,0,0,0,False,0
KDT0346,0.0,0,0,0,0,0,0.0,2.941348974,241,0.32651834,0.730807577,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,27.5,1.0,1,14.25,0.0,9.235885584,18.29344894,2.3787641,0,0,0,False,0
HSG0818,0.0,0,0,0,0,0,0.0,8.805797101,494,0.36147541,0.380513496,477,0.0,0,0,0.0,0,0,0,0,0,0,0.0,88.16666667,5.090909091,56,31.33333333,14.0,10.5138292,20.49682081,2.378910174,0,0,0,False,0
JHP0583,2.144356955,04-01-2010 09:23,4,5,1,126,0.330708661,1.0,149,0.367507886,0.81025641,0,0.517948718,1589,341,4.659824047,1018,12,83,304,83,89,0.006922593,9.4,1.0,3,8.066666667,2.0,10.89267227,16.7720761,3.314260117,41,111,89,True,0
PSF0133,2.229508197,04-01-2010 11:37,0,3,1,14,0.076502732,1.069518717,111,0.396341463,0.0,0,0.0,449,136,3.301470588,289,1,25,79,29,26,0.0,9.25,1.0,3,7.416666667,0.0,8.943245614,18.04947368,0.104904668,0,0,0,False,1
HJA0018,0.0,0,0,0,0,0,0.0,10.7283237,609,0.339411861,0.653556034,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,107.1666667,2.0,4,33.66666667,0.0,9.969944809,18.04975915,2.407894296,0,0,0,False,0
HWW0436,2.062111801,04-01-2010 09:14,3,11,1,97,0.301242236,9.739766082,593,0.442885772,0.583608526,0,0.497448214,1245,277,4.494584838,806,10,56,259,62,52,0.00562249,84.83333333,3.636363636,40,25.5,0.0,10.50467487,15.58000118,2.999585454,13,1,106,False,0
PNL0301,2.260273973,04-01-2010 11:52,0,7,1,12,0.082191781,1.086092715,96,0.352272727,0.420731707,0,0.0,296,96,3.083333333,183,4,16,63,11,19,0.0,9.333333333,1.333333333,8,7.25,0.0,8.945405983,18.06378205,0.095256186,0,0,0,False,1
ECR0822,0.0,0,0,0,0,0,0.0,1.0,133,0.407017544,0.0,22,0.0,0,0,0.0,0,0,0,0,0,0,0.0,9.5,1.333333333,4,7.75,1.222222222,8.483477842,19.51666667,0.133878637,0,0,0,False,0
HGG0240,0.0,0,0,0,0,0,0.0,8.756521739,482,0.509967453,0.372062231,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,87.83333333,6.2,62,37.16666667,0.0,7.965751445,18.02952794,0.122237449,0,0,0,False,0
SPA0141,0.0,0,0,0,0,0,0.0,10.53623188,561,0.295029486,0.689683631,0,0.503713893,0,0,0.0,0,0,0,0,0,0,0.0,101.8333333,1.0,1,26.08333333,30.0,9.630044816,15.68194042,3.792059905,57,5,0,False,0
ENL0100,0.0,0,0,0,0,0,0.0,8.75433526,537,0.339431298,0.335424232,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,89.58333333,0.0,0,25.83333333,0.0,7.242870906,17.26103083,0.130743857,0,0,0,False,0
AAN0823,0.0,0,0,0,0,0,0.0,1.0,138,0.461946903,0.439528024,26,0.0,0,0,0.0,0,0,0,0,0,0,0.0,9.5,1.666666667,10,7.666666667,1.6,8.48800578,19.5022158,0.142091028,0,0,0,False,0
KCO0122,2.169753086,04-01-2010 14:31,133,2,1,29,0.089506173,8.765895954,529,0.531324346,0.617210682,620,0.492911309,1593,304,5.240131579,1031,8,72,327,83,72,0.208411802,88.5,5.6,56,32.08333333,19.0,10.91622508,18.45418112,3.625478226,60,5,18,True,0
ALC0788,0.0,0,0,0,0,0,0.0,2.918604651,244,0.468484848,0.665338645,77,0.0,0,0,0.0,0,0,0,0,0,0,0.0,27.33333333,1.8,9,17.08333333,2.222222222,8.482369942,19.51141618,0.138994676,0,0,0,False,0
LDB0090,0.0,0,0,0,0,0,0.0,10.6,629,0.557859532,0.199617173,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,107.75,2.2,11,37.66666667,0.0,7.50327553,15.51001927,0.141314954,0,0,0,False,0
SED0886,0.0,0,0,0,0,0,0.0,2.939130435,235,0.45245127,0.587771203,0,0.49704142,0,0,0.0,0,0,0,0,0,0,0.0,27.0,1.285714286,9,14.58333333,9.0,11.56576292,16.68342572,3.113551245,26,2,79,False,0
JDC0030,1.283783784,02-01-2010 14:14,1,0,1,39,0.263513514,10.65336134,777,0.548051319,0.789390653,363,0.0,724,137,5.284671533,460,6,34,150,36,38,0.009668508,108.7647059,3.866666667,58,37.41176471,9.0,10.71060776,19.17443902,2.574565378,0,233,35,True,0
ASG0048,0.0,0,0,0,0,0,0.0,10.55523256,573,0.422218493,0.822913798,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,107.0833333,1.714285714,12,34.41666667,0.0,7.958429672,17.04349711,0.102585295,0,0,0,False,0
DAR0885,0.0,0,0,0,0,0,0.0,2.945945946,81,0.471590909,0.550458716,0,0.541284404,0,0,0.0,0,0,0,0,0,0,0.0,27.72222222,1.888888889,17,18.44444444,7.0,10.50573755,15.66655172,4.094507028,7,17,13,False,0
WSR0241,0.0,0,0,0,0,0,0.0,9.707246377,605,0.325144509,0.616601971,0,0.701702001,0,0,0.0,0,0,0,0,0,0,0.0,90.91666667,6.545454545,72,27.91666667,0.0,8.99182304,17.27638559,2.727697306,0,0,75,False,0
NAR0981,0.0,0,0,0,0,0,0.0,8.784883721,494,0.531648129,0.770350761,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,89.33333333,1.833333333,11,39.41666667,0.0,7.711608863,17.79600193,0.096045547,0,0,0,False,0
GCG0951,0.0,0,0,0,0,0,0.0,1.116071429,151,0.436026936,0.512,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,9.5,1.818181818,20,7.416666667,0.0,9.329625678,15.87077983,2.389469026,0,0,33,False,0
CBG0398,0.0,0,0,0,0,0,0.0,8.776162791,537,0.495866102,0.370652534,26,0.0,0,0,0.0,0,0,0,0,0,0,0.0,89.33333333,8.416666667,101,31.66666667,1.0,7.976878613,19.0205684,0.127770754,0,0,0,False,0
SJW0451,0.0,0,0,0,0,0,0.0,1.0,138,0.363001745,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,10.0,1.5,6,8.727272727,0.0,7.963535645,18.0276975,0.117764979,0,0,0,False,0
CAM0681,1.512605042,05-01-2010 10:11,0,3,1,15,0.06302521,8.791304348,532,0.405372405,0.50148368,40,0.502802506,759,191,3.97382199,481,2,45,159,32,40,0.002635046,93.33333333,4.333333333,52,30.83333333,2.0,10.95918026,19.04638728,2.385072676,0,0,0,False,0
PPF0435,6.75,27-01-2011 20:23,27,0,1,0,0.0,9.546712803,505,0.526512651,0.202972091,0,0.0,1,1,1.0,0,0,0,1,0,0,1.0,89.75,3.0,24,34.0,0.0,8.085329743,16.89959562,1.185646388,3,0,0,False,1
JML0909,0.0,0,0,0,0,0,0.0,2.927536232,244,0.454050786,0.802970297,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,27.33333333,2.0,16,17.16666667,0.0,11.28411299,18.28988439,2.405861372,0,0,0,False,0
OQH0183,0.0,0,0,0,0,0,0.0,2.961651917,248,0.310578106,0.205179283,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,27.5,0.0,0,13.5,0.0,7.210404624,18.30052987,0.094251676,0,0,0,False,0
LQP0508,0.0,0,0,0,0,0,0.0,2.906158358,224,0.466625078,0.553985873,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,27.41666667,1.25,5,16.0,0.0,11.28086411,16.31640284,2.53436125,0,0,92,False,0
QRM0739,8.638728324,04-01-2010 11:20,0,16,1,5,0.014450867,15.65217391,822,0.335175369,0.580555556,0,0.0,8401,346,24.28034682,5385,59,430,1666,456,405,0.0,152.6666667,1.2,6,23.16666667,0.0,8.347744292,16.88527245,1.567694823,0,0,19,False,0
HGH0595,0.0,0,0,0,0,0,0.0,1.0,132,0.416356877,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,9.416666667,1.0,4,7.916666667,0.0,8.491522158,18.50149326,0.141103524,0,0,0,False,0
SBH0537,1.196581197,04-01-2010 16:20,0,2,1,19,0.162393162,12.46632124,768,0.45,0.53117207,0,0.492934331,428,91,4.703296703,270,4,23,87,23,21,0.0,135.4285714,3.083333333,37,40.85714286,0.0,10.97869717,18.0193437,2.34279929,0,53,0,False,0
NRD0548,0.0,0,0,0,0,0,0.0,8.639344262,438,0.497444238,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,89.25,2.777777778,25,35.08333333,0.0,7.965795207,18.03551198,0.099127172,0,0,0,False,0
HSD0457,0.0,0,0,0,0,0,0.0,1.0,138,0.411870504,0.202380952,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,9.416666667,0.0,0,7.75,0.0,7.992148362,18.01199422,0.129318201,0,0,0,False,0
KRL0062,0.0,0,0,0,0,0,0.0,10.66763006,595,0.452598373,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,109.0833333,3.25,26,43.91666667,0.0,7.241377649,15.26127168,0.138418709,0,0,0,False,0
JJB0700,0.0,0,0,0,0,0,0.0,1.005970149,136,0.395348837,0.863501484,0,0.504451039,0,0,0.0,0,0,0,0,0,0,0.0,9.75,2.0,18,7.083333333,0.0,8.003875412,16.45218104,1.211305287,0,0,25,False,0
ALB0892,0.0,0,0,0,0,0,0.0,2.943722944,181,0.31216458,0.222058824,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,27.58823529,1.0,6,14.88235294,0.0,9.229503546,18.27,0.133367123,0,58,0,False,0
CJH0702,0.0,0,0,0,0,0,0.0,1.0,131,0.385026738,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,9.583333333,1.5,15,7.666666667,0.0,7.727215799,16.77206166,0.124968223,0,0,0,False,0
IBP0883,0.0,0,0,0,0,0,0.0,2.886956522,243,0.50248139,0.668674699,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,27.83333333,1.0,3,17.33333333,0.0,11.23997246,16.21287908,3.675413126,64,5,0,False,0
BIS0247,1.208333333,15-01-2010 09:28,0,0,1,20,0.208333333,8.674418605,508,0.410688592,0.200402145,0,0.505697051,418,85,4.917647059,271,4,15,81,23,24,0.0,83.91666667,1.0,1,26.75,34.0,10.00609438,15.85109269,3.341406037,43,6,0,False,0
GBM0603,0.0,0,0,0,0,0,0.0,14.5576324,752,0.462028609,0.391397389,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,152.8333333,11.90909091,131,42.0,0.0,7.954554865,17.05056936,0.090725844,0,0,0,False,0
OJK0233,0.0,0,0,0,0,0,0.0,8.789017341,537,0.416816099,0.363696153,33,0.0,0,0,0.0,0,0,0,0,0,0,0.0,88.5,11.6,116,28.16666667,2.0,7.96300578,19.0400289,0.098806511,0,0,0,False,0
HLM0933,0.0,0,0,0,0,0,0.0,8.815028902,497,0.276923077,0.376065574,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,89.33333333,0.0,0,28.75,0.0,7.232129094,16.25963391,0.125510852,0,0,0,False,0
JCR0770,0.0,0,0,0,0,0,0.0,2.924198251,268,0.405102676,0.749750748,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,27.41666667,0.0,0,15.66666667,0.0,8.442774566,16.55626204,0.086945719,0,0,0,False,0
OYM0026,0.0,0,0,0,0,0,0.0,8.67826087,464,0.441875131,0.198062792,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,89.0,5.1,51,32.91666667,0.0,9.649034777,17.96982464,1.651582634,0,0,31,False,0
RRA0938,0.0,0,0,0,0,0,0.0,8.719653179,500,0.274170854,0.667550547,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,90.75,4.666666667,42,26.33333333,0.0,9.178381305,16.29845857,2.364562554,0,0,0,False,0
LTS0860,0.0,0,0,0,0,0,0.0,14.7283237,798,0.46872762,0.20133438,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,152.8333333,12.25,147,40.66666667,0.0,7.726252408,17.76758189,0.126810706,0,0,0,False,0
NAF0033,0.0,0,0,0,0,0,0.0,13.59883721,695,0.396637773,0.330696879,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,135.0833333,4.090909091,45,37.16666667,0.0,7.702034884,15.79471899,0.098345859,0,0,0,False,0
SNS0129,0.0,0,0,0,0,0,0.0,10.74277457,616,0.409766454,0.425612053,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,108.25,2.571428571,18,34.91666667,0.0,7.263535645,16.24325626,0.148602695,0,0,0,False,0
LUR0896,0.0,0,0,0,0,0,0.0,2.948979592,231,0.332396346,0.230680507,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,25.0,1.4,7,13.5,0.0,10.13008409,16.3580976,3.803572586,47,3,51,False,0
SMW0084,0.0,0,0,0,0,0,0.0,8.797687861,514,0.271519238,0.414586071,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,89.5,4.3,43,25.66666667,0.0,7.955732177,17.05004817,0.100281698,0,0,0,False,0
TET0621,0.0,0,0,0,0,0,0.0,14.58550725,803,0.452226968,0.821939587,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,152.75,12.33333333,148,40.75,0.0,9.158224947,15.89423656,2.569621442,0,0,123,False,0
BEC0505,0.0,0,0,0,0,0,0.0,14.54782609,793,0.41864983,0.533173939,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,144.0833333,5.083333333,61,35.5,0.0,8.228179191,17.25929672,0.124747443,0,0,0,False,0
MLP0668,0.0,0,0,0,0,0,0.0,8.794202899,551,0.425656566,0.825313118,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,89.83333333,2.0,8,27.91666667,0.0,7.989065511,16.01873796,0.131540091,0,0,0,False,0
TJB0302,0.0,0,0,0,0,0,0.0,1.0,140,0.285211268,0.22754491,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,9.5,1.714285714,12,7.166666667,0.0,8.945183044,18.05655106,0.087232906,0,0,0,False,0
NRO0768,0.0,0,0,0,0,0,0.0,2.94984326,245,0.434980494,0.180658874,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,28.0,1.2,6,16.5,0.0,8.48752588,16.49891304,0.12857765,0,0,0,False,0
SBQ0786,0.0,0,0,0,0,0,0.0,13.58309038,780,0.528220538,0.388924662,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,135.0,3.142857143,22,39.33333333,0.0,8.235500963,17.263921,0.131904016,0,0,0,False,0
BJM0111,7.932065217,04-01-2010 11:31,19,17,1,113,0.307065217,2.956284153,231,0.327124563,0.658040665,0,0.0,7841,368,21.30706522,5006,55,404,1586,389,401,0.005228925,27.15384615,0.0,0,15.69230769,0.0,9.032787204,16.32420563,3.056244337,59,34,0,False,0
JJB0127,0.0,0,0,0,0,0,0.0,8.667638484,518,0.358085809,0.0,134,0.0,0,0,0.0,0,0,0,0,0,0,0.0,89.16666667,3.272727273,36,24.91666667,2.6,8.234537572,19.261079,0.123219015,0,0,0,False,0
DHM0937,0.0,0,0,0,0,0,0.0,8.793604651,513,0.43688541,0.358677686,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,89.83333333,4.1,41,38.33333333,0.0,7.231406551,16.27273603,0.125267429,0,0,0,False,0
CLH0703,0.0,0,0,0,0,0,0.0,1.0,147,0.480427046,0.18373494,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,9.416666667,2.166666667,13,8.083333333,0.0,7.698699422,16.80578035,0.094914543,0,0,0,False,0
RKF0164,0.0,0,0,0,0,0,0.0,8.813253012,505,0.532992668,0.586807929,0,0.496924129,0,0,0.0,0,0,0,0,0,0,0.0,90.08333333,8.0,88,35.58333333,0.0,7.203333333,16.30293532,0.091203238,0,0,0,False,0
TDJ0998,0.0,0,0,0,0,0,0.0,8.733333333,456,0.309879032,0.347162297,168,0.0,0,0,0.0,0,0,0,0,0,0,0.0,89.5,2.5,25,29.58333333,5.181818182,10.24292649,19.29788054,2.377744755,0,0,0,False,0
ZDW0859,0.0,0,0,0,0,0,0.0,14.50867052,827,0.409776265,0.61752988,0,0.727888446,0,0,0.0,0,0,0,0,0,0,0.0,144.3333333,14.54545455,160,32.75,0.0,9.791141189,17.59091445,2.538724088,0,0,17,False,0
EIP0997,0.0,0,0,0,0,0,0.0,8.770348837,549,0.410116888,0.0,87,0.0,0,0,0.0,0,0,0,0,0,0,0.0,88.58333333,1.8,9,30.58333333,4.4,8.214691715,19.27422929,0.117214523,0,0,0,False,0
FKK0055,1.202797203,08-01-2010 09:46,0,0,1,27,0.188811189,8.723542117,645,0.495716218,0.810844268,0,0.502352067,601,127,4.732283465,377,3,27,132,26,36,0.0,95.17647059,5.571428571,78,34.70588235,0.0,10.58036702,17.31169905,2.431188089,0,213,25,False,0
MJS0890,0.0,0,0,0,0,0,0.0,2.962318841,244,0.553217078,0.72407045,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,27.25,1.714285714,12,19.33333333,0.0,9.235115607,18.27519268,0.114176472,0,0,0,False,0
FWM0707,0.0,0,0,0,0,0,0.0,1.0,144,0.493079585,0.705705706,0,0.0,0,0,0.0,0,0,0,0,0,0,0.0,9.333333333,2.0,10,7.083333333,0.0,7.98600713,16.40401887,1.278000071,0,0,28,False,0
RUM0880,2.163580247,04-01-2010 08:07,8,4,1,18,0.055555556,14.54651163,780,0.4528603,0.773181455,0,0.0,2199,318,6.91509434,1400,18,132,415,114,120,0.014552069,152.5833333,9.833333333,118,46.58333333,0.0,9.954523148,16.65683489,3.206791078,30,4,15,True,0
