round,loss,accuracy,precision,recall,f1,auc
54,2777.68420018514,0.9333333333333333,0.6634920634920635,0.6444444444444444,0.6427015250544662,0.8073401685681981
55,1439.8717228190105,0.8533333333333334,0.41174242424242424,0.9666666666666667,0.5641025641025641,0.9040587419056428
56,8599.291686197917,0.8733333333333333,0.0,0.0,0.0,0.49283071230342274
57,19123.714661458333,0.8866666666666667,0.0,0.0,0.0,0.5
58,25613.732213541665,0.8866666666666667,0.0,0.0,0.0,0.5
59,13907.3798828125,0.8866666666666667,0.0,0.0,0.0,0.5
60,4089.5940983072915,0.3466666666666667,0.09646697388632873,0.561111111111111,0.15977878330819506,0.43573054784664406
61,15079.6669921875,0.8866666666666667,0.0,0.0,0.0,0.5
62,6853.7300846354165,0.8866666666666667,0.3333333333333333,0.03333333333333333,0.060606060606060615,0.5131205673758866
63,31753.490651041666,0.8866666666666667,0.0,0.0,0.0,0.5
64,11718.949830729167,0.8333333333333334,0.4,0.11666666666666667,0.13468013468013468,0.5225639839654641
65,10363.823111979167,0.88,0.5,0.11666666666666667,0.1717171717171717,0.5476179463459759
66,6723.029319661458,0.78,0.11111111111111109,0.03333333333333333,0.05128205128205128,0.4547563983965464
67,5124.080498860677,0.78,0.33053221288515405,0.9666666666666667,0.47037037037037027,0.864122725871107
68,10133.7520703125,0.84,0.16666666666666666,0.03333333333333333,0.055555555555555546,0.48760021584952207
69,15252.549641927084,0.7866666666666666,0.11111111111111109,0.03333333333333333,0.05128205128205128,0.4547563983965464
70,17789.4731640625,0.78,0.11111111111111109,0.06666666666666667,0.08333333333333333,0.46663583102065986
71,16884.638776041666,0.7666666666666667,0.11111111111111109,0.03333333333333333,0.05128205128205128,0.4475100215849522
72,19214.982024739584,0.7333333333333333,0.19660894660894662,0.4388888888888889,0.24708216619981324,0.6078695138246479
73,10056.023380940755,0.76,0.3111111111111111,0.9333333333333333,0.4407171775592828,0.8402867715078631
74,16445.954641927085,0.7933333333333333,0.3402777777777778,0.8166666666666667,0.4423843700159489,0.8087920135676842
75,5551.49087890625,0.82,0.3678321678321678,0.7833333333333333,0.4583333333333333,0.8105534998458218
76,16573.560078125,0.8933333333333333,0.6666666666666666,0.11666666666666667,0.19393939393939397,0.5547872340425533
77,4689.138823242188,0.8,0.36138763197586726,0.9666666666666667,0.49686274509803924,0.8760792476102374
78,14228.936861979166,0.8933333333333333,0.3333333333333333,0.08333333333333333,0.13333333333333333,0.5416666666666666
79,2930.8560017903646,0.92,0.619047619047619,0.8666666666666667,0.6777183600713013,0.9041127042861549
80,15513.879418945313,0.76,0.31432748538011696,1.0,0.45845648604269296,0.8658302497687328
81,3199.9832666015627,0.8466666666666667,0.4297619047619048,0.8166666666666667,0.5176470588235295,0.8387102991057662
82,52583.51666666667,0.8866666666666667,0.0,0.0,0.0,0.5
83,59897.97645833333,0.8866666666666667,0.0,0.0,0.0,0.5
84,33669.176484375,0.8866666666666667,0.0,0.0,0.0,0.5
85,31494.039765625,0.8866666666666667,0.3333333333333333,0.03333333333333333,0.060606060606060615,0.5131205673758865
86,19397.412981770834,0.8733333333333333,0.3333333333333333,0.03333333333333333,0.060606060606060615,0.5059512796793093
87,9464.81083984375,0.78,0.180976430976431,0.33888888888888885,0.19413919413919414,0.5960440435810465
88,6483.696548665364,0.78,0.3352124183006536,0.9666666666666667,0.4711201079622132,0.8646662041319765
89,19857.5504296875,0.8933333333333333,0.3333333333333333,0.03333333333333333,0.060606060606060615,0.5166666666666667
90,3740.1744197591147,0.8333333333333334,0.38247863247863245,0.7,0.4466374269005847,0.780299876657416
91,2611.3496134440106,0.8933333333333333,0.5138888888888888,0.7833333333333333,0.5923444976076555,0.8505666049953746
92,29207.07533854167,0.8866666666666667,0.0,0.0,0.0,0.5
93,33417.6859375,0.8866666666666667,0.0,0.0,0.0,0.5
94,3322.143240966797,0.8133333333333334,0.3642857142857143,0.8833333333333333,0.48611111111111105,0.8456714461917977
95,24682.927890625,0.8866666666666667,0.3333333333333333,0.03333333333333333,0.060606060606060615,0.5131205673758866
96,29358.030442708332,0.8866666666666667,0.3333333333333333,0.08333333333333333,0.13333333333333333,0.5381205673758864
97,27332.367473958333,0.8933333333333333,0.3333333333333333,0.08333333333333333,0.13333333333333333,0.5416666666666666
98,6672.583001302083,0.6133333333333333,0.08302005012531329,0.26111111111111107,0.1194832448029379,0.4581881488333847
99,15291.05109375,0.8666666666666667,0.0,0.0,0.0,0.4892075238976256
100,5632.662174479166,0.86,0.37301587301587297,0.4777777777777777,0.40581251107566896,0.6905424504060026
